"Reserve","SiteID","TransectID","PlotID","Vegetation_Zone","Year","Month","Day","Date","Unique_ID","Years_sinceStart","Latitude","Longitude","Orthometric_Height","Distance_to_Water","Total unvegetated","Bare","Dead","Rock","Wood","Wrack","Water","Other Unvegetated","Total live veg","A-Algae","B-Brackish","F-Freshwater","H-Halophyte","U-Upland","Other live vegetation","EIR","Richness","SWdiv","Invasive_Cover","Unveg_to_veg","Salt_to_Total","Spartina alterniflora","Spartina patens","Juncus roemerianus","Salicornia pacifica","Overstory","NA","ResSite"
"GRB","SP","4","4","H-High Marsh",2011,8,23,2011.64109589041,"GRBSP442011823",0.9123,43.0561,-70.8993,,24.2,2.08,0,2.08,0,0,0,,0,97.91,0,0,0,97.91,0,0,0,4,0.857446138970102,0,0.0212439995914615,1,0,52.08,,,,,"GRB SP"
"GRB","SP","4","5","H-High Marsh",2011,8,23,2011.64109589041,"GRBSP452011823",0.9123,43.056,-70.8992,,44.2,85,0,0,0,0,85,,0,15,0,0,0,15,0,0,0,2,0.636514168294813,0,5.66666666666667,1,0,5,,,,,"GRB SP"
"GRB","SP","4","6","H-High Marsh",2011,8,23,2011.64109589041,"GRBSP462011823",0.9123,43.0558,-70.8992,,64.2,13,0,13,0,0,0,,0,87,0,0,0,87,0,0,0,4,1.17935601655626,0,0.149425287356322,1,0,30,,,,,"GRB SP"
"GRB","SP","4","7","H-High Marsh",2011,8,23,2011.64109589041,"GRBSP472011823",0.9123,43.0556,-70.8991,,84.2,23,0,3,0,0,20,,0,77,0,2,0,75,0,0,0,7,1.40706351178755,0,0.298701298701299,1,0,8,,,,,"GRB SP"
"GRB","SP","4","8","UE-Upland Edge",2011,8,23,2011.64109589041,"GRBSP482011823",0.9123,43.0555,-70.8992,,99.9,21,1,20,0,0,0,,0,79,0,74,1,4,0,0,0.79,9,1.32819653214527,45,0.265822784810127,0.987341772151899,0,0,,,,,"GRB SP"
"GRB","SP","5","1","L-Low Marsh",2011,8,23,2011.64109589041,"GRBSP512011823",0.9123,43.0564,-70.9009,,6.3,33,25,5,0,0,3,,0,67,5,0,0,62,0,0,0.3,2,0.265446030809381,0,0.492537313432836,1,62,0,,,,,"GRB SP"
"GRB","SP","5","2","T-Transition",2011,8,23,2011.64109589041,"GRBSP522011823",0.9123,43.0563,-70.901,,20.3,29,15,12,0,0,2,,0,71,0,0,0,71,0,0,0.85,2,0.0740225961475812,0,0.408450704225352,1,70,1,,,,,"GRB SP"
"GRB","SP","5","3","T-Transition",2011,8,23,2011.64109589041,"GRBSP532011823",0.9123,43.0563,-70.901,,20.3,57.43,1.98,54.46,0,0,0.99,,0,42.57,0,0,0,42.57,0,0,0.4158,2,0.25303697544794,0,1.34907211651398,1,39.6,2.97,,,,,"GRB SP"
"GRB","SP","5","4","H-High Marsh",2011,8,23,2011.64109589041,"GRBSP542011823",0.9123,43.0562,-70.9011,,36.3,13,5,7,0,0,1,,0,87,0,0,0,87,0,0,0.15,4,1.05840973555774,0,0.149425287356322,1,10,5,,,,,"GRB SP"
"GRB","SP","5","5","H-High Marsh",2011,8,23,2011.64109589041,"GRBSP552011823",0.9123,43.0559,-70.9012,,66.3,21,1,20,0,0,0,,0,79,0,0,0,79,0,0,0.01,5,1.06685766027019,0,0.265822784810127,1,0,8,,,,,"GRB SP"
"GRB","SP","5","6","H-High Marsh",2011,8,23,2011.64109589041,"GRBSP562011823",0.9123,43.0557,-70.9013,,96.3,14.94,6.97,4.98,0,0,2.99,,0,85.09,0,29.85,0,55.24,0,0,0.06968,5,1.1761579980247,0,0.175578798918792,1,0,28.86,,,,,"GRB SP"
"GRB","SP","5","7","H-High Marsh",2011,8,23,2011.64109589041,"GRBSP572011823",0.9123,43.0554,-70.9014,,126.3,85,45,40,0,0,0,,0,15,0,15,0,0,0,0,0.45,1,0,0,5.66666666666667,1,0,0,,,,,"GRB SP"
"GRB","SP","5","8","H-High Marsh",2011,8,23,2011.64109589041,"GRBSP582011823",0.9123,43.0552,-70.9016,,156.3,22,7,15,0,0,0,,0,78,0,35,0,43,0,0,0.07,4,1.08393291728172,0,0.282051282051282,1,0,13,,,,,"GRB SP"
"GRB","SP","5","9","UE-Upland Edge",2011,8,23,2011.64109589041,"GRBSP592011823",0.9123,43.0549,-70.9017,,186.3,22,5,17,0,0,0,,0,78,0,22,42,0,8,6,0.27,14,2.3163129788441,4,0.282051282051282,0.282051282051282,0,0,,,,,"GRB SP"
"GRB","SP","6","1","L-Low Marsh",2011,8,23,2011.64109589041,"GRBSP612011823",0.9123,43.0566,-70.9016,,6.1,15,15,0,0,0,0,,0,85,0,0,0,85,0,0,0.15,1,0,0,0.176470588235294,1,85,0,,,,,"GRB SP"
"GRB","SP","6","2","T-Transition",2011,8,23,2011.64109589041,"GRBSP622011823",0.9123,43.0565,-70.9017,,15.6,23,10,13,0,0,0,,0,77,3,0,0,74,0,0,0.83,4,0.395930867626881,0,0.298701298701299,1,70,0,,,,,"GRB SP"
"GRB","SP","6","3","T-Transition",2011,8,23,2011.64109589041,"GRBSP632011823",0.9123,43.0565,-70.9017,,16.6,60,20,40,0,0,0,,0,40,0,0,0,40,0,0,0.6,1,0,0,1.5,1,40,0,,,,,"GRB SP"
"GRB","SP","6","4","H-High Marsh",2011,8,23,2011.64109589041,"GRBSP642011823",0.9123,43.0564,-70.9017,,26.1,24,9,12,0,0,3,,0,76,0,0,0,76,0,0,0.39,3,0.73421053121358,0,0.315789473684211,1,30,45,,,,,"GRB SP"
"GRB","SP","6","5","H-High Marsh",2011,8,23,2011.64109589041,"GRBSP652011823",0.9123,43.0563,-70.9018,,46.1,23,7,2,0,0,14,,0,77,0,0,0,77,0,0,0.72,2,0.432713833013782,0,0.298701298701299,1,65,0,,,,,"GRB SP"
"GRB","SP","6","6","H-High Marsh",2011,8,23,2011.64109589041,"GRBSP662011823",0.9123,43.0561,-70.9019,,66.1,22,0,2,0,0,20,,0,78,0,0,0,78,0,0,0,3,1.06266050084388,0,0.282051282051282,1,0,0,,,,,"GRB SP"
"GRB","SP","6","7","H-High Marsh",2011,8,23,2011.64109589041,"GRBSP672011823",0.9123,43.056,-70.902,,86.1,7.84,0,7.84,0,0,0,,0,92.15,0,57.84,2.94,31.37,0,0,0,9,1.85218089632527,0,0.0850786760716224,0.968095496473142,0,0,,,,,"GRB SP"
"GRB","SP","6","8","UE-Upland Edge",2011,8,23,2011.64109589041,"GRBSP682011823",0.9123,43.0559,-70.9021,,97.1,38,0,38,0,0,0,,0,62,0,12,0,0,50,0,0.12,5,1.08060968560946,0,0.612903225806452,0.193548387096774,0,0,,,,,"GRB SP"
"GRB","GBF","1","1","L-Low Marsh",2011,8,24,2011.64383561644,"GRBGBF112011824",0.9151,43.0614,-70.8333,,0.8,65,65,0,0,0,0,,0,35,0,0,0,35,0,0,0.65,1,0,0,1.85714285714286,1,35,0,,,,,"GRB GBF"
"GRB","GBF","1","2","T-Transition",2011,8,24,2011.64383561644,"GRBGBF122011824",0.9151,43.0613,-70.8333,,4.9,10,8,2,0,0,0,,0,90,0,0,0,90,0,0,0.73,3,0.729842919480635,0,0.111111111111111,1,65,20,,,,,"GRB GBF"
"GRB","GBF","1","3","T-Transition",2011,8,24,2011.64383561644,"GRBGBF132011824",0.9151,43.0613,-70.8333,,5.9,15,10,5,0,0,0,,0,85,0,0,0,85,0,0,0.7,3,0.752974682765889,0,0.176470588235294,1,60,20,,,,,"GRB GBF"
"GRB","GBF","1","4","H-High Marsh",2011,8,24,2011.64383561644,"GRBGBF142011824",0.9151,43.0612,-70.8332,,20.8,4,0,4,0,0,0,,0,96,0,0,0,96,0,0,0.08,4,1.07844880646365,0,0.0416666666666667,1,8,47,,,,,"GRB GBF"
"GRB","GBF","1","5","H-High Marsh",2011,8,24,2011.64383561644,"GRBGBF152011824",0.9151,43.0611,-70.833,,40.8,6.97,0,6.97,0,0,0,,0,93.04,0,0,0,93.04,0,0,0,3,0.472948594962001,0,0.0749140154772141,1,0,77.61,,,,,"GRB GBF"
"GRB","GBF","1","6","H-High Marsh",2011,8,24,2011.64383561644,"GRBGBF162011824",0.9151,43.0609,-70.8329,,60.8,10,2,8,0,0,0,,0,90,0,0,0,90,0,0,0.02,4,1.25899102885542,0,0.111111111111111,1,0,0,,,,,"GRB GBF"
"GRB","GBF","1","7","UE-Upland Edge",2011,8,24,2011.64383561644,"GRBGBF172011824",0.9151,43.0609,-70.8328,,64.2,24,2,22,0,0,0,,0,76,0,20,24,2,30,0,0.24,7,1.49067814270697,0,0.315789473684211,0.289473684210526,0,0,,,,,"GRB GBF"
"GRB","GBF","2","1","L-Low Marsh",2011,8,24,2011.64383561644,"GRBGBF212011824",0.9151,43.0612,-70.832,,1.6,15,15,0,0,0,0,,0,85,0,0,0,85,0,0,0.15,1,0,0,0.176470588235294,1,85,0,,,,,"GRB GBF"
"GRB","GBF","2","2","T-Transition",2011,8,24,2011.64383561644,"GRBGBF222011824",0.9151,43.0612,-70.832,,2.8,8,8,0,0,0,0,,0,92,0,0,0,92,0,0,0.88,3,0.470235962355249,0,0.0869565217391304,1,80,4,,,,,"GRB GBF"
"GRB","GBF","2","3","T-Transition",2011,8,24,2011.64383561644,"GRBGBF232011824",0.9151,43.0612,-70.832,,3.8,5,3,2,0,0,0,,0,95,0,0,0,95,0,0,0.43,4,1.28053404752388,0,0.0526315789473684,1,40,20,,,,,"GRB GBF"
"GRB","GBF","2","4","H-High Marsh",2011,8,24,2011.64383561644,"GRBGBF242011824",0.9151,43.0611,-70.8319,,21.6,8,8,0,0,0,0,,0,92,0,0,0,92,0,0,0.08,2,0.387212375186361,0,0.0869565217391304,1,0,80,,,,,"GRB GBF"
"GRB","GBF","2","5","H-High Marsh",2011,8,24,2011.64383561644,"GRBGBF252011824",0.9151,43.0609,-70.8317,,41.6,25,5,20,0,0,0,,0,75,0,0,0,75,0,0,0.05,4,1.19445300632336,0,0.333333333333333,1,0,10,,,,,"GRB GBF"
"GRB","GBF","2","6","UE-Upland Edge",2011,8,24,2011.64383561644,"GRBGBF262011824",0.9151,43.0608,-70.8316,,60.5,80,65,15,0,0,0,,0,20,0,0,20,0,0,0,0.65,1,0,0,4,0,0,0,,,,,"GRB GBF"
"GRB","GBF","3","1","L-Low Marsh",2011,8,24,2011.64383561644,"GRBGBF312011824",0.9151,43.061,-70.8314,,5.4,40,40,0,0,0,0,,0,60,0,0,0,60,0,0,0.4,1,0,0,0.666666666666667,1,60,0,,,,,"GRB GBF"
"GRB","GBF","3","2","T-Transition",2011,8,24,2011.64383561644,"GRBGBF322011824",0.9151,43.061,-70.8314,,10.5,20,15,5,0,0,0,,0,80,0,0,0,80,0,0,0.79,3,0.54716075527948,0,0.25,1,64,15,,,,,"GRB GBF"
"GRB","GBF","3","3","T-Transition",2011,8,24,2011.64383561644,"GRBGBF332011824",0.9151,43.061,-70.8314,,11.5,25.49,23.53,1.96,0,0,0,,0,74.51,0,0,0,74.51,0,0,0.8628,3,0.524809900289942,0,0.342101731311233,1,62.75,8.82,,,,,"GRB GBF"
"GRB","GBF","3","4","H-High Marsh",2011,8,24,2011.64383561644,"GRBGBF342011824",0.9151,43.0612,-70.8316,,25.4,45,5,40,0,0,0,,0,55,0,0,0,55,0,0,0.05,2,0.679698351487713,0,0.818181818181818,1,0,0,,,,,"GRB GBF"
"GRB","GBF","3","5","H-High Marsh",2011,8,24,2011.64383561644,"GRBGBF352011824",0.9151,43.0613,-70.8316,,45.4,39,4,35,0,0,0,,0,61,0,0,0,61,0,0,0.04,4,0.690533033468981,0,0.639344262295082,1,0,0,,,,,"GRB GBF"
"GRB","GBF","3","6","UE-Upland Edge",2011,8,24,2011.64383561644,"GRBGBF362011824",0.9151,43.0614,-70.8316,,51.6,66,31,30,5,0,0,,0,34,0,0,0,0,34,0,0.31,2,0.362210557135449,0,1.94117647058824,0,0,0,,,,,"GRB GBF"
"GRB","GBF","4","1","L-Low Marsh",2011,8,24,2011.64383561644,"GRBGBF412011824",0.9151,43.0612,-70.8313,,1.1,90,90,0,0,0,0,,0,10,0,0,0,10,0,0,0.9,1,0,0,9,1,10,0,,,,,"GRB GBF"
"GRB","GBF","4","2","T-Transition",2011,8,24,2011.64383561644,"GRBGBF422011824",0.9151,43.0612,-70.8313,,3.5,32,30,2,0,0,0,,0,68,0,0,0,68,0,0,0.75,4,0.923264429189918,0,0.470588235294118,1,45,10,,,,,"GRB GBF"
"GRB","GBF","4","3","T-Transition",2011,8,24,2011.64383561644,"GRBGBF432011824",0.9151,43.0612,-70.8313,,4.5,25,23,2,0,0,0,,0,75,0,0,0,75,0,0,0.68,3,0.927617334327182,0,0.333333333333333,1,45,20,,,,,"GRB GBF"
"GRB","GBF","4","4","H-High Marsh",2011,8,24,2011.64383561644,"GRBGBF442011824",0.9151,43.0612,-70.8312,,11.1,22,0,22,0,0,0,,0,78,0,0,0,78,0,0,0,4,0.745115685407725,0,0.282051282051282,1,0,20,,,,,"GRB GBF"
"GRB","GBF","4","5","H-High Marsh",2011,8,24,2011.64383561644,"GRBGBF452011824",0.9151,43.0611,-70.8311,,21.1,20.2,5.05,15.15,0,0,0,,0,79.79,0,0,1.01,78.78,0,0,0.51515,6,1.27641094264047,0,0.253164556962025,0.987341772151899,46.46,10.1,,,,,"GRB GBF"
"GRB","GBF","4","6","UE-Upland Edge",2011,8,24,2011.64383561644,"GRBGBF462011824",0.9151,43.061,-70.831,,31,50,30,20,0,0,0,,0,50,0,0,10,0,39,1,0.3,5,0.896845606466661,0,1,0,0,0,,,,,"GRB GBF"
"GRB","GBF","5","1","L-Low Marsh",2011,8,24,2011.64383561644,"GRBGBF512011824",0.9151,,,,4,100,100,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,Inf,,0,0,,,,,"GRB GBF"
"GRB","GBF","5","2","T-Transition",2011,8,24,2011.64383561644,"GRBGBF522011824",0.9151,43.0614,-70.8309,,5,100,100,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,Inf,,0,0,,,,,"GRB GBF"
"GRB","GBF","5","3","T-Transition",2011,8,24,2011.64383561644,"GRBGBF532011824",0.9151,43.0614,-70.8309,,6,60,58,2,0,0,0,,0,40,0,0,0,40,0,0,0.58,4,1.12156767807968,0,1.5,1,0,13,,,,,"GRB GBF"
"GRB","GBF","5","4","H-High Marsh",2011,8,24,2011.64383561644,"GRBGBF542011824",0.9151,43.0615,-70.831,,15.5,5,0,5,0,0,0,,0,95,0,0,0,95,0,0,0,3,0.116700545671564,0,0.0526315789473684,1,0,93,,,,,"GRB GBF"
"GRB","GBF","5","5","H-High Marsh",2011,8,24,2011.64383561644,"GRBGBF552011824",0.9151,43.0616,-70.831,,25.5,4,0,4,0,0,0,,0,96,0,0,0,96,0,0,0,2,0.0325775347522279,0,0.0416666666666667,1,0,95.5,,,,,"GRB GBF"
"GRB","GBF","5","6","H-High Marsh",2011,8,24,2011.64383561644,"GRBGBF562011824",0.9151,43.0617,-70.8311,,35.5,29,0,29,0,0,0,,0,71,0,0,0,71,0,0,0,1,0,0,0.408450704225352,1,0,71,,,,,"GRB GBF"
"GRB","GBF","5","7","H-High Marsh",2011,8,24,2011.64383561644,"GRBGBF572011824",0.9151,43.0617,-70.8311,,45.5,100,95,5,0,0,0,,0,0,0,0,0,0,0,0,0.95,0,0,0,Inf,,0,0,,,,,"GRB GBF"
"GRB","GBF","5","8","UE-Upland Edge",2011,8,24,2011.64383561644,"GRBGBF582011824",0.9151,43.0618,-70.8311,,49.8,31,2,29,0,0,0,,0,69,0,42,5,0,22,0,0.44,4,0.973358735586668,0,0.449275362318841,0.608695652173913,0,0,,,,,"GRB GBF"
"GRB","GBF","6","1","L-Low Marsh",2011,8,24,2011.64383561644,"GRBGBF612011824",0.9151,43.0618,-70.8302,,4.1,28,20,8,0,0,0,,0,72,0,0,4,68,0,0,0.2,3,0.496415200507117,0,0.388888888888889,0.944444444444444,62,0,,,,,"GRB GBF"
"GRB","GBF","6","2","T-Transition",2011,8,24,2011.64383561644,"GRBGBF622011824",0.9151,43.0618,-70.8302,,6,22,15,7,0,0,0,,0,78,0,0,0,78,0,0,0.55,5,0.983108079493785,0,0.282051282051282,1,40,0,,,,,"GRB GBF"
"GRB","GBF","6","3","T-Transition",2011,8,24,2011.64383561644,"GRBGBF632011824",0.9151,43.0618,-70.8302,,7,48.76,19.9,28.86,0,0,0,,0,51.26,0,4.98,0,46.28,0,0,0.29844,7,1.66238163373383,0,0.951229028482247,1,9.95,0,,,,,"GRB GBF"
"GRB","GBF","6","4","H-High Marsh",2011,8,24,2011.64383561644,"GRBGBF642011824",0.9151,43.0619,-70.8303,,24.1,2,0,2,0,0,0,,0,98,0,0,0,98,0,0,0.01,3,0.385377098539049,0,0.0204081632653061,1,1,87,,,,,"GRB GBF"
"GRB","GBF","6","5","H-High Marsh",2011,8,24,2011.64383561644,"GRBGBF652011824",0.9151,43.0621,-70.8305,,44.1,12,3,9,0,0,0,,0,88,0,10,0,78,0,0,0.03,5,0.904496931966325,0,0.136363636363636,1,0,61,,,,,"GRB GBF"
"GRB","GBF","6","6","UE-Upland Edge",2011,8,24,2011.64383561644,"GRBGBF662011824",0.9151,43.0621,-70.8306,,57.1,20,5,15,0,0,0,,0,80,0,65,0,0,5,10,0.7,4,0.822265337328788,0,0.25,0.8125,0,0,,,,,"GRB GBF"
"GRB","BC","1","1","L-Low Marsh",2011,8,30,2011.6602739726,"GRBBC112011830",0.9315,43.1348,-70.8871,,9.3,20,18,2,0,0,0,,0,80,0,0,0,80,0,0,0.18,2,0.661563238157982,0,0.25,1,50,0,,,,,"GRB BC"
"GRB","BC","1","2","L-Low Marsh",2011,8,30,2011.6602739726,"GRBBC122011830",0.9315,43.1347,-70.8874,,39.3,40,40,0,0,0,0,,0,60,0,0,0,60,0,0,0.4,2,0.636514168294813,0,0.666666666666667,1,40,0,,,,,"GRB BC"
"GRB","BC","1","3","L-Low Marsh",2011,8,30,2011.6602739726,"GRBBC132011830",0.9315,43.1346,-70.8878,,69.3,72,55,2,0,0,15,,0,28,0,0,0,28,0,0,0.55,1,0,0,2.57142857142857,1,28,0,,,,,"GRB BC"
"GRB","BC","1","4","T-Transition",2011,8,30,2011.6602739726,"GRBBC142011830",0.9315,43.1346,-70.888,,89.8,17,15,1,0,0,1,,0,83,0,0,0,83,0,0,0.98,1,0,0,0.204819277108434,1,83,0,,,,,"GRB BC"
"GRB","BC","1","5","T-Transition",2011,8,30,2011.6602739726,"GRBBC152011830",0.9315,43.1346,-70.888,,90.8,15,8,5,0,0,2,,0,85,0,0,0,85,0,0,0.38,4,1.20299697720071,0,0.176470588235294,1,30,30,,,,,"GRB BC"
"GRB","BC","1","6","UE-Upland Edge",2011,8,30,2011.6602739726,"GRBBC162011830",0.9315,43.1345,-70.8881,,93.3,30,0,30,0,0,0,,0,70,0,0,1,67,2,0,0.67,5,0.829884584712968,0,0.428571428571429,0.957142857142857,0,0,,,,,"GRB BC"
"GRB","BC","2","1","L-Low Marsh",2011,8,30,2011.6602739726,"GRBBC212011830",0.9315,43.1359,-70.8883,,1,55,55,0,0,0,0,,0,45,0,0,0,45,0,0,0.55,1,0,0,1.22222222222222,1,45,0,,,,,"GRB BC"
"GRB","BC","2","2","T-Transition",2011,8,30,2011.6602739726,"GRBBC222011830",0.9315,43.136,-70.8884,,8.9,18.91,15.92,2.99,0,0,0,,0,81.1,0,0,0,81.1,0,0,0.76112,3,0.620156471962485,0,0.233168927250308,1,60.2,19.9,,,,,"GRB BC"
"GRB","BC","2","3","T-Transition",2011,8,30,2011.6602739726,"GRBBC232011830",0.9315,43.136,-70.8884,,9.9,11,5,5,0,0,1,,0,89,0,0,0,89,0,0,0.35,2,0.639078722088296,0,0.123595505617978,1,30,59,,,,,"GRB BC"
"GRB","BC","2","4","UE-Upland Edge",2011,8,30,2011.6602739726,"GRBBC242011830",0.9315,43.136,-70.8885,,16,59,20,39,0,0,0,,0,41,0,1,20,11,7,2,0.32,7,1.39461236969191,6,1.4390243902439,0.292682926829268,0,0,,,,,"GRB BC"
"GRB","BC","3","1","L-Low Marsh",2011,8,30,2011.6602739726,"GRBBC312011830",0.9315,43.1365,-70.8879,,8.7,35,30,5,0,0,0,,0,65,0,0,0,65,0,0,0.3,1,0,0,0.538461538461538,1,65,0,,,,,"GRB BC"
"GRB","BC","3","2","L-Low Marsh",2011,8,30,2011.6602739726,"GRBBC322011830",0.9315,43.1365,-70.8877,,28.7,15,15,0,0,0,0,,0,85,0,0,0,85,0,0,0.15,1,0,0,0.176470588235294,1,85,0,,,,,"GRB BC"
"GRB","BC","3","3","L-Low Marsh",2011,8,30,2011.6602739726,"GRBBC332011830",0.9315,43.1363,-70.8874,,48.7,78,76,2,0,0,0,,0,22,0,0,0,22,0,0,0.76,1,0,0,3.54545454545455,1,22,0,,,,,"GRB BC"
"GRB","BC","3","4","T-Transition",2011,8,30,2011.6602739726,"GRBBC342011830",0.9315,43.1363,-70.8873,,64,20,18,2,0,0,0,,0,80,0,0,0,80,0,0,0.88,2,0.376770161256437,0,0.25,1,70,0,,,,,"GRB BC"
"GRB","BC","3","5","T-Transition",2011,8,30,2011.6602739726,"GRBBC352011830",0.9315,43.1363,-70.8873,,65,10,7,3,0,0,0,,0,90,0,0,0,90,0,0,0.37,3,1.01140426470735,0,0.111111111111111,1,30,15,,,,,"GRB BC"
"GRB","BC","3","6","UE-Upland Edge",2011,8,30,2011.6602739726,"GRBBC362011830",0.9315,43.1363,-70.8872,,67.7,46,21,25,0,0,0,,0,54,0,20,12,14,6,2,0.55,7,1.55029411614798,0,0.851851851851852,0.62962962962963,0,0,,,,,"GRB BC"
"GRB","BC","4","1","L-Low Marsh",2011,8,30,2011.6602739726,"GRBBC412011830",0.9315,43.1373,-70.8873,,2.8,13,13,0,0,0,0,,0,87,0,0,0,87,0,0,0.13,1,0,0,0.149425287356322,1,87,0,,,,,"GRB BC"
"GRB","BC","4","2","L-Low Marsh",2011,8,30,2011.6602739726,"GRBBC422011830",0.9315,43.1373,-70.8873,,12.8,28,28,0,0,0,0,,0,72,0,0,0,72,0,0,0.28,1,0,0,0.388888888888889,1,72,0,,,,,"GRB BC"
"GRB","BC","4","3","L-Low Marsh",2011,8,30,2011.6602739726,"GRBBC432011830",0.9315,43.1373,-70.8875,,22.8,5,3,2,0,0,0,,0,95,0,0,0,95,0,0,0.03,1,0,0,0.0526315789473684,1,95,0,,,,,"GRB BC"
"GRB","BC","4","4","T-Transition",2011,8,30,2011.6602739726,"GRBBC442011830",0.9315,43.1374,-70.8874,,30.3,30,18,12,0,0,0,,0,70,0,0,0,70,0,0,0.88,1,0,0,0.428571428571429,1,70,0,,,,,"GRB BC"
"GRB","BC","4","5","T-Transition",2011,8,30,2011.6602739726,"GRBBC452011830",0.9315,43.1374,-70.8874,,31.3,45,30,15,0,0,0,,0,55,0,0,0,55,0,0,0.85,1,0,0,0.818181818181818,1,55,0,,,,,"GRB BC"
"GRB","BC","4","6","UE-Upland Edge",2011,8,30,2011.6602739726,"GRBBC462011830",0.9315,43.1374,-70.8876,,32.8,43.14,3.92,39.22,0,0,0,,0,56.86,0,12.74,4.9,39.22,0,0,0.5588,4,0.923627083985767,0,0.758705592683785,0.913823425958495,0,0,,,,,"GRB BC"
"GRB","BC","5","1","H-High Marsh",2011,8,30,2011.6602739726,"GRBBC512011830",0.9315,43.139,-70.8874,,3.9,3,0,3,0,0,0,,0,97,0,0,0,97,0,0,0,3,0.157638773405442,0,0.0309278350515464,1,0,94,,,,,"GRB BC"
"GRB","BC","5","2","H-High Marsh",2011,8,30,2011.6602739726,"GRBBC522011830",0.9315,43.139,-70.8873,,13.9,10,0,10,0,0,0,,0,90,0,0,0,90,0,0,0,2,0.10656595882802,0,0.111111111111111,1,0,88,,,,,"GRB BC"
"GRB","BC","5","3","H-High Marsh",2011,8,30,2011.6602739726,"GRBBC532011830",0.9315,43.139,-70.8872,,23.9,2.99,0,2.99,0,0,0,,0,97.03,0,0.5,0,96.53,0,0,0,5,0.28362608245166,0,0.030815211790168,1,0,91.54,,,,,"GRB BC"
"GRB","BC","5","4","H-High Marsh",2011,8,30,2011.6602739726,"GRBBC542011830",0.9315,43.1391,-70.887,,33.9,23,15,8,0,0,0,,0,77,0,50,8,19,0,0,0.15,8,1.58899903545092,0,0.298701298701299,0.896103896103896,0,0,,,,,"GRB BC"
"GRB","BC","5","5","UE-Upland Edge",2011,8,30,2011.6602739726,"GRBBC552011830",0.9315,43.1391,-70.887,,43.9,47,40,7,0,0,0,,0,53,0,14,33,0,2,4,0.54,11,1.79634344347888,0,0.886792452830189,0.264150943396226,0,0,,,,,"GRB BC"
"GRB","BC","6","1","H-High Marsh",2011,8,30,2011.6602739726,"GRBBC612011830",0.9315,43.1393,-70.8876,,1.8,8,3,5,0,0,0,,0,92,0,15,0,77,0,0,0.03,6,1.49134406120942,0,0.0869565217391304,1,0,0,,,,,"GRB BC"
"GRB","BC","6","2","H-High Marsh",2011,8,30,2011.6602739726,"GRBBC622011830",0.9315,43.1393,-70.8877,,11.8,65,0,65,0,0,0,,0,35,0,35,0,0,0,0,0,1,0,0,1.85714285714286,1,0,0,,,,,"GRB BC"
"GRB","BC","6","3","UE-Upland Edge",2011,8,30,2011.6602739726,"GRBBC632011830",0.9315,43.1392,-70.8878,,19.4,35,33,2,0,0,0,,0,65,0,2,53,2,0,8,0.37,10,1.93385769660171,0,0.538461538461538,0.0615384615384615,0,0,,,,,"GRB BC"
"GRB","SP","1","1","L-Low Marsh",2013,8,20,2013.63287671233,"GRBSP112013820",2.9041,43.05607,-70.89681,,6.3,4.5,2,2,0,0,0.5,,0,95.5,25,0,0,70.5,0,0,0.27,4,0.864381348409175,0,0.0471204188481675,1,63,0,,,,,"GRB SP"
"GRB","SP","1","2","T-Transition",2013,8,20,2013.63287671233,"GRBSP122013820",2.9041,43.056,-70.8969,,7.1,24,20,1,2,0,1,,0,76,16,0,0,60,0,0,0.9,6,0.869386038492757,0,0.315789473684211,1,54,0,,,,,"GRB SP"
"GRB","SP","1","3","T-Transition",2013,8,20,2013.63287671233,"GRBSP132013820",2.9041,43.056,-70.8969,,8.1,17.5,8,1,8,0,0.5,,0,82.5,12,0,0,70.5,0,0,0.8,6,0.876210265777717,0,0.212121212121212,1,60,0,,,,,"GRB SP"
"GRB","SP","1","4","H-High Marsh",2013,8,20,2013.63287671233,"GRBSP142013820",2.9041,43.056,-70.8969,,16.3,51,44,5,2,0,0,,0,49,40,5,0,4,0,0,0.85,4,0.648999796218131,0,1.04081632653061,1,1,0,,,,,"GRB SP"
"GRB","SP","1","5","H-High Marsh",2013,8,20,2013.63287671233,"GRBSP152013820",2.9041,43.0559,-70.8969,,26.3,100,0,100,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,Inf,,0,0,,,,,"GRB SP"
"GRB","SP","2","1","L-Low Marsh",2013,8,20,2013.63287671233,"GRBSP212013820",2.9041,43.05631,-70.89752,,2.9,45.23,40.2,5.03,0,0,0,,0,54.77,0.5,0,0,54.27,0,0,0.407,2,0.0519601176094461,0,0.825817053131276,1,54.27,0,,,,,"GRB SP"
"GRB","SP","2","2","T-Transition",2013,8,20,2013.63287671233,"GRBSP222013820",2.9041,43.05631,-70.8976,,8.2,15.92,15.92,0,0,0,0,,0,84.1,1,0,0,83.1,0,0,0.96501,6,0.293317527732685,0,0.189298454221165,1,79.6,1,,,,,"GRB SP"
"GRB","SP","2","3","T-Transition",2013,8,20,2013.63287671233,"GRBSP232013820",2.9041,43.05631,-70.8976,,9.2,4,3,0,0,0,1,,0,96,3,0,0,93,0,0,0.81,4,0.65526410573676,0,0.0416666666666667,1,75,17,,,,,"GRB SP"
