Reserve,SiteID,Year,Vegetation_Zone,Region,Geomorphology,tidal_range,salinity,abiotic_cover,live_cover,halophyte,freshwater,EIR,invasive_cover,Richness,SWdiv,salt_ratio
GND,spalt,2019,Mid,Gulf Coast,Bay Front,Microtidal,Polyhaline,67.5,32.5,0,0,0.709090909,0,1.818181818,0.27084931,0.893361526
GND,spalt,2020,Low,Gulf Coast,Bay Front,Microtidal,Polyhaline,59.21875,40.78125,0,0,0.5921875,0,1.5625,0.275614317,0.235203797
GND,spalt,2020,Mid,Gulf Coast,Bay Front,Microtidal,Polyhaline,64.77272727,35.22727273,0,0,0.704545455,0,1.727272727,0.305389115,0.76846193
GRB,BC,2010,Low,Northeast,Riverine,Mesotidal,Polyhaline,47.77777778,52.22222222,51.11111111,0,0.437777778,0,1.222222222,0.116536755,1
GRB,BC,2010,Mid,Northeast,Riverine,Mesotidal,Polyhaline,30.24642857,69.75428571,60.96857143,0.142857143,0.354861429,0,3,0.452403982,0.998095238
GRB,BC,2010,Up,Northeast,Riverine,Mesotidal,Polyhaline,42.40666667,57.59666667,22.17166667,23.66833333,0.280096667,0.835,9.333333333,1.54544492,0.49186547
GRB,BC,2011,Low,Northeast,Riverine,Mesotidal,Polyhaline,36.1,63.9,63.9,0,0.333,0,1.2,0.129807741,1
GRB,BC,2011,Mid,Northeast,Riverine,Mesotidal,Polyhaline,19.92142857,80.08071429,72.33071429,0.571428571,0.402222857,0,3,0.534184322,0.99257885
GRB,BC,2011,Up,Northeast,Riverine,Mesotidal,Polyhaline,43.35666667,56.64333333,22.20333333,20.65,0.501466667,1,7.333333333,1.404769883,0.519828041
GRB,BC,2013,Low,Northeast,Riverine,Mesotidal,Polyhaline,36.3,63.7,63.7,0,0.3545,0,0.9,0,1
GRB,BC,2013,Mid,Northeast,Riverine,Mesotidal,Polyhaline,17.10714286,82.89285714,72.64285714,0.178571429,0.417142857,0,3.785714286,0.536689833,0.996313309
GRB,BC,2013,Up,Northeast,Riverine,Mesotidal,Polyhaline,52.66666667,47.33333333,26.66666667,8,0.691666667,0,6.666666667,1.28573024,0.749220698
GRB,BC,2014,Low,Northeast,Riverine,Mesotidal,Polyhaline,42.4,57.6,54.6,0,0.405,0,1.3,0.09292005,1
GRB,BC,2014,Mid,Northeast,Riverine,Mesotidal,Polyhaline,24.14285714,75.85714286,68.57142857,0.142857143,0.442142857,0,3.357142857,0.538916198,0.992600025
GRB,BC,2014,Up,Northeast,Riverine,Mesotidal,Polyhaline,46.91666667,53.08333333,26.33333333,18.08333333,0.571666667,0,6.666666667,1.388518287,0.585837439
GRB,BC,2016,Low,Northeast,Riverine,Mesotidal,Polyhaline,41.7,58.3,58.3,0,0.408,0,1.2,0.083151511,1
GRB,BC,2016,Mid,Northeast,Riverine,Mesotidal,Polyhaline,31.35714286,68.64285714,65.28571429,0.071428571,0.455,0,3.142857143,0.450904988,0.998746867
GRB,BC,2016,Up,Northeast,Riverine,Mesotidal,Polyhaline,51.66666667,48.33333333,28.83333333,12,0.525,0,6.166666667,1.210192346,0.630237916
GRB,BC,2017,Low,Northeast,Riverine,Mesotidal,Polyhaline,44.502,55.498,55.498,0,0.44304,0,1.2,0.106210765,1
GRB,BC,2017,Mid,Northeast,Riverine,Mesotidal,Polyhaline,24.67785714,75.32428571,69.03857143,0.142857143,0.510638571,0,2.571428571,0.387247845,0.997767857
GRB,BC,2017,Up,Northeast,Riverine,Mesotidal,Polyhaline,61.19333333,38.805,20.535,8.403333333,0.528211667,0,5.5,1.072647932,0.5242213
GRB,BC,2018,Low,Northeast,Riverine,Mesotidal,Polyhaline,42.509,57.493,57.243,0,0.423082,0,1.4,0.095035689,1
GRB,BC,2018,Mid,Northeast,Riverine,Mesotidal,Polyhaline,33.14285714,66.85785714,62.00071429,0,0.462857143,0,2.285714286,0.379550672,0.998901099
GRB,BC,2018,Up,Northeast,Riverine,Mesotidal,Polyhaline,50.33333333,49.66666667,36,6.166666667,0.6625,1.666666667,6,1.198977824,0.671683333
GRB,BC,2019,Low,Northeast,Riverine,Mesotidal,Polyhaline,46.515,53.486,52.736,0,0.470647,0,1.8,0.236692595,1
GRB,BC,2019,Mid,Northeast,Riverine,Mesotidal,Polyhaline,31.14857143,68.85214286,62.95642857,0,0.503592143,0,2.357142857,0.339235586,1
GRB,BC,2019,Up,Northeast,Riverine,Mesotidal,Polyhaline,50.03,49.975,30.49166667,7.491666667,0.54444,2.418333333,6.5,1.270412142,0.650313186
GRB,BC,2020,Low,Northeast,Riverine,Mesotidal,Polyhaline,31,69,64.85,0,0.33,0,1.9,0.246556268,1
GRB,BC,2020,Mid,Northeast,Riverine,Mesotidal,Polyhaline,39.63428571,60.36642857,56.43785714,0,0.529052857,0,2.357142857,0.325822715,0.998527246
GRB,BC,2020,Up,Northeast,Riverine,Mesotidal,Polyhaline,62.41666667,37.58333333,26.08333333,5.833333333,0.494166667,1,6.5,1.150754133,0.648790124
GRB,BC,2021,Low,Northeast,Riverine,Mesotidal,Polyhaline,50.4,49.6,48.3,0,0.5065,0,1.8,0.161486785,1
GRB,BC,2021,Mid,Northeast,Riverine,Mesotidal,Polyhaline,36.28571429,63.71428571,57.39285714,0,0.581785714,0,2.642857143,0.330995106,0.999285714
GRB,BC,2021,Up,Northeast,Riverine,Mesotidal,Polyhaline,60.125,39.87666667,25.11833333,5.416666667,0.622843333,0,6.333333333,1.230242733,0.673731786
GRB,BC,2022,Low,Northeast,Riverine,Mesotidal,Polyhaline,51,49,49,0,0.5,0,1,0.050040242,1
GRB,BC,2022,Mid,Northeast,Riverine,Mesotidal,Polyhaline,31.935,68.06642857,65.28071429,0,0.548550714,0,2.428571429,0.26659652,1
GRB,BC,2022,Up,Northeast,Riverine,Mesotidal,Polyhaline,54.30666667,45.69333333,27.69,5.833333333,0.601433333,0,5.666666667,1.085007902,0.678891691
GRB,GBF,2010,Low,Northeast,Riverine,Mesotidal,Polyhaline,37.83333333,62.16666667,60.16666667,0.333333333,0.345833333,0,2.5,0.284849813,0.964817946
GRB,GBF,2010,Mid,Northeast,Riverine,Mesotidal,Polyhaline,21.81407407,78.1862963,77.81592593,0.111111111,0.270880741,0.074074074,3.481481481,0.709281201,0.99712279
GRB,GBF,2010,Up,Northeast,Riverine,Mesotidal,Polyhaline,56,44,1.666666667,16.66666667,0.318333333,0,3.333333333,0.814684136,0.238961039
GRB,GBF,2011,Low,Northeast,Riverine,Mesotidal,Polyhaline,56.33333333,43.66666667,43,0.666666667,0.55,0,1.166666667,0.082735867,0.988888889
GRB,GBF,2011,Mid,Northeast,Riverine,Mesotidal,Polyhaline,26.05259259,73.94814815,73.35592593,0.037407407,0.37319963,0,3.296296296,0.709128198,0.999493671
GRB,GBF,2011,Up,Northeast,Riverine,Mesotidal,Polyhaline,45.16666667,54.83333333,0.333333333,9.833333333,0.44,0,3.833333333,0.75755973,0.285111556
GRB,GBF,2013,Low,Northeast,Riverine,Mesotidal,Polyhaline,68,32,30.83333333,0,0.683333333,0,0.833333333,0.055801892,1
GRB,GBF,2013,Mid,Northeast,Riverine,Mesotidal,Polyhaline,12.19407407,87.80555556,79.69,2.962962963,0.384513704,0,3.037037037,0.577208838,0.962962963
GRB,GBF,2013,Up,Northeast,Riverine,Mesotidal,Polyhaline,51.91666667,48.08333333,3.666666667,23.08333333,0.283333333,0,4,0.731250958,0.338215842
GRB,GBF,2014,Low,Northeast,Riverine,Mesotidal,Polyhaline,53.83333333,46.16666667,44.33333333,0,0.518333333,0,1.333333333,0.139722227,1
GRB,GBF,2014,Mid,Northeast,Riverine,Mesotidal,Polyhaline,25.44444444,74.55555556,71.40740741,0.740740741,0.433703704,0,2.962962963,0.575091245,0.984124386
GRB,GBF,2014,Up,Northeast,Riverine,Mesotidal,Polyhaline,47.33333333,52.66666667,1.333333333,17.66666667,0.291666667,0.166666667,3.833333333,0.763262381,0.252321518
GRB,GBF,2016,Low,Northeast,Riverine,Mesotidal,Polyhaline,62.66666667,37.33333333,33.16666667,0,0.64,0,0.833333333,0.111046407,1
GRB,GBF,2016,Mid,Northeast,Riverine,Mesotidal,Polyhaline,24.51851852,75.48148148,73.18518519,0,0.387777778,0,2.407407407,0.456212308,0.994052339
GRB,GBF,2016,Up,Northeast,Riverine,Mesotidal,Polyhaline,50.33333333,49.66666667,1.333333333,12.16666667,0.363333333,0,3.666666667,0.77120976,0.254762246
GRB,GBF,2017,Low,Northeast,Riverine,Mesotidal,Polyhaline,39.95666667,60.04333333,60.04333333,0,0.29125,0,1.333333333,0.040859613,1
GRB,GBF,2017,Mid,Northeast,Riverine,Mesotidal,Polyhaline,15.10666667,84.89481481,83.41333333,0,0.392161481,0,2.851851852,0.56794726,0.996153846
GRB,GBF,2017,Up,Northeast,Riverine,Mesotidal,Polyhaline,54.615,45.38833333,0.663333333,10.15,0.351801667,0,3.166666667,0.703947411,0.272251081
GRB,GBF,2018,Low,Northeast,Riverine,Mesotidal,Polyhaline,60.66666667,39.33333333,39.33333333,0,0.4275,0,1,0,1
GRB,GBF,2018,Mid,Northeast,Riverine,Mesotidal,Polyhaline,16.05925926,83.94037037,83.55148148,0,0.455897778,0,2.777777778,0.509243536,1
GRB,GBF,2018,Up,Northeast,Riverine,Mesotidal,Polyhaline,47.25,52.75,1.5,10,0.309166667,0,3.666666667,0.667820729,0.21764923
GRB,GBF,2019,Low,Northeast,Riverine,Mesotidal,Polyhaline,59.33333333,40.66666667,40.66666667,0,0.376666667,0,1.333333333,0.117805263,1
GRB,GBF,2019,Mid,Northeast,Riverine,Mesotidal,Polyhaline,20.09407407,79.9062963,78.97740741,0.555555556,0.490925926,0,2.925925926,0.485831251,0.962962963
GRB,GBF,2019,Up,Northeast,Riverine,Mesotidal,Polyhaline,52.02166667,47.98333333,2.825,8.66,0.452616667,0,4.666666667,0.832406413,0.347701669
GRB,GBF,2020,Low,Northeast,Riverine,Mesotidal,Polyhaline,49.94666667,50.055,48.305,0,0.312143333,0,1.833333333,0.278068769,0.987179487
GRB,GBF,2020,Mid,Northeast,Riverine,Mesotidal,Polyhaline,27.61407407,72.38740741,72.07259259,0,0.455496667,0,2.777777778,0.484173003,0.999680658
GRB,GBF,2020,Up,Northeast,Riverine,Mesotidal,Polyhaline,52.34,47.66333333,1.413333333,6.836666667,0.330221667,0,3.666666667,0.735577669,0.223327322
GRB,GBF,2021,Low,Northeast,Riverine,Mesotidal,Polyhaline,56.33333333,43.66666667,43.66666667,0,0.541666667,0,1,0.065445745,1
GRB,GBF,2021,Mid,Northeast,Riverine,Mesotidal,Polyhaline,21.90407407,78.09740741,78.09740741,0,0.495697778,0,2.592592593,0.526077957,1
GRB,GBF,2021,Up,Northeast,Riverine,Mesotidal,Polyhaline,45.41666667,54.58333333,2.333333333,9,0.3125,0,3.666666667,0.687590465,0.301994845
GRB,GBF,2022,Low,Northeast,Riverine,Mesotidal,Polyhaline,56.33333333,43.66666667,43.66666667,0,0.543333333,0,0.833333333,0,1
GRB,GBF,2022,Mid,Northeast,Riverine,Mesotidal,Polyhaline,22.98555556,77.01518519,76.90407407,0,0.448294074,0,2.740740741,0.482769223,1
GRB,GBF,2022,Up,Northeast,Riverine,Mesotidal,Polyhaline,51.25,48.75,1.833333333,3,0.3675,0,3,0.593595415,0.291400851
GRB,SP,2010,Low,Northeast,Bay Front,Mesotidal,Polyhaline,33.41666667,66.58666667,64.25333333,0,0.258333333,0,1.666666667,0.163713062,1
GRB,SP,2010,Mid,Northeast,Bay Front,Mesotidal,Polyhaline,34.33666667,65.66454545,59.18030303,0.227272727,0.246529394,2.878787879,4.121212121,0.781122273,0.99762447
GRB,SP,2010,Up,Northeast,Bay Front,Mesotidal,Polyhaline,39.47,60.535,2.4975,20.745,0.29289,7.25,10.5,1.415239212,0.376295886
GRB,SP,2011,Low,Northeast,Bay Front,Mesotidal,Polyhaline,31,69,66.5,0,0.313333333,0,1.666666667,0.169804486,1
GRB,SP,2011,Mid,Northeast,Bay Front,Mesotidal,Polyhaline,30.82363636,69.1769697,61.96090909,0.119393939,0.353202727,1.545454545,3.545454545,0.677168487,0.998359796
GRB,SP,2011,Up,Northeast,Bay Front,Mesotidal,Polyhaline,25.57,74.428,2.384,22.32,0.39107,10.4,9.8,1.786266874,0.441357098
GRB,SP,2013,Low,Northeast,Bay Front,Mesotidal,Polyhaline,23.455,76.545,67.795,0,0.251166667,0,2.666666667,0.355691728,1
GRB,SP,2013,Mid,Northeast,Bay Front,Mesotidal,Polyhaline,20.65515152,79.34757576,71.38060606,0.696363636,0.370354242,0.060606061,4.181818182,0.804343465,0.990089245
GRB,SP,2013,Up,Northeast,Bay Front,Mesotidal,Polyhaline,40.7,59.3,1.8,14.5,0.428,14.2,8.4,1.317617236,0.418851939
GRB,SP,2014,Low,Northeast,Bay Front,Mesotidal,Polyhaline,22.66666667,77.33333333,58.5,0,0.376666667,0,2.833333333,0.681388169,1
GRB,SP,2014,Mid,Northeast,Bay Front,Mesotidal,Polyhaline,24.12121212,75.87878788,70.09090909,1.878787879,0.300606061,0,3.515151515,0.796927203,0.974614236
GRB,SP,2014,Up,Northeast,Bay Front,Mesotidal,Polyhaline,22.33333333,77.66666667,0.666666667,31,0.361666667,3.333333333,7.166666667,1.207074023,0.393730102
GRB,SP,2016,Low,Northeast,Bay Front,Mesotidal,Polyhaline,27,73,64.66666667,0,0.343333333,0,2.333333333,0.468432979,1
GRB,SP,2016,Mid,Northeast,Bay Front,Mesotidal,Polyhaline,29.21212121,70.78787879,66,0.666666667,0.319090909,0.03030303,3.393939394,0.781769113,0.99037782
GRB,SP,2016,Up,Northeast,Bay Front,Mesotidal,Polyhaline,39.33333333,60.66666667,0.666666667,17.66666667,0.291666667,0.833333333,7,1.048237647,0.479668337
GRB,SP,2017,Low,Northeast,Bay Front,Mesotidal,Polyhaline,34.92666667,65.07833333,45.12333333,0,0.541545,0,3.166666667,0.640965081,1
GRB,SP,2017,Mid,Northeast,Bay Front,Mesotidal,Polyhaline,15.15515152,84.84606061,77.30939394,0.030606061,0.420809697,0,3.060606061,0.617379692,0.990581378
GRB,SP,2017,Up,Northeast,Bay Front,Mesotidal,Polyhaline,36.16666667,63.83333333,0.333333333,20.5,0.406666667,3.333333333,7.5,1.386930968,0.509932132
GRB,SP,2018,Low,Northeast,Bay Front,Mesotidal,Polyhaline,50.22166667,49.78,41.78,0,0.573078333,0,2.333333333,0.410033464,1
GRB,SP,2018,Mid,Northeast,Bay Front,Mesotidal,Polyhaline,31.12393939,68.87787879,61.81363636,0,0.332537879,0.031212121,3.696969697,0.765262535,0.997625092
GRB,SP,2018,Up,Northeast,Bay Front,Mesotidal,Polyhaline,35.99833333,64.02,1.66,10.34166667,0.570968333,0,7.666666667,1.144249053,0.619788264
GRB,SP,2019,Low,Northeast,Bay Front,Mesotidal,Polyhaline,34.79333333,65.21166667,41.23666667,0,0.583506667,0,2.333333333,0.335194082,0.998273421
GRB,SP,2019,Mid,Northeast,Bay Front,Mesotidal,Polyhaline,22.63545455,77.36818182,71.27,0.015151515,0.40716,0.482424242,3.606060606,0.698494471,0.99875721
GRB,SP,2019,Up,Northeast,Bay Front,Mesotidal,Polyhaline,28.72166667,71.28333333,1.915,24.07333333,0.403265,0.993333333,8.833333333,1.526088938,0.50316918
GRB,SP,2020,Low,Northeast,Bay Front,Mesotidal,Polyhaline,37.41666667,62.58333333,45.66666667,0,0.506666667,0,2.166666667,0.339082769,1
GRB,SP,2020,Mid,Northeast,Bay Front,Mesotidal,Polyhaline,27.90424242,72.09666667,68.20636364,0.363636364,0.36754303,0.606060606,3.363636364,0.628396102,0.985652004
GRB,SP,2020,Up,Northeast,Bay Front,Mesotidal,Polyhaline,25.50833333,74.49666667,7.6,22.51666667,0.469493333,4.851666667,8.166666667,1.409015353,0.528251807
GRB,SP,2021,Low,Northeast,Bay Front,Mesotidal,Polyhaline,41.46666667,58.53333333,36.67,0,0.5339,0,2.5,0.366962073,1
GRB,SP,2021,Mid,Northeast,Bay Front,Mesotidal,Polyhaline,23.16454545,76.83575758,68.33575758,0,0.475766667,1,3.272727273,0.587755806,0.992209979
GRB,SP,2021,Up,Northeast,Bay Front,Mesotidal,Polyhaline,23.07,76.93,4.611666667,20.80333333,0.451066667,7.125,9,1.401237916,0.529888932
GRB,SP,2022,Low,Northeast,Bay Front,Mesotidal,Polyhaline,67,33,23.16666667,0,0.721666667,0,2.166666667,0.343636402,1
GRB,SP,2022,Mid,Northeast,Bay Front,Mesotidal,Polyhaline,19.37090909,80.63151515,71.53363636,0.151515152,0.428384545,2,4.121212121,0.749870439,0.988959559
GRB,SP,2022,Up,Northeast,Bay Front,Mesotidal,Polyhaline,26.53333333,73.46666667,4.416666667,17.98333333,0.498,5,8.333333333,1.382893042,0.536030471
GTM,0,2012,Low,Southeast,Back Barrier,Microtidal,Oligohaline,56.66666667,43.33333333,43.33333333,0,0.566666667,0,1.066666667,0.039884639,1
GTM,0,2013,Low,Southeast,Back Barrier,Microtidal,Oligohaline,70.6,29.4,29.4,0,0.706,0,1.133333333,0.050752881,1
GTM,0,2014,Low,Southeast,Back Barrier,Microtidal,Oligohaline,60.775,39.225,39.225,0,0.60775,0,1.1375,0.056604819,1
GTM,0,2015,Low,Southeast,Back Barrier,Microtidal,Oligohaline,50.46666667,49.53333333,49.53333333,0,0.504666667,0,1.166666667,0.074450671,1
GTM,0,2016,Low,Southeast,Back Barrier,Microtidal,Oligohaline,51.5,48.5,48.5,0,0.515,0,1,0.059493398,1
GTM,0,2017,Low,Southeast,Back Barrier,Microtidal,Oligohaline,61.78571429,38.21428571,38.21428571,0,0.617857143,0,1.142857143,0.061926517,1
GTM,0,2018,Low,Southeast,Back Barrier,Microtidal,Oligohaline,59.6,40.4,40.4,0,0.596,0,1.12,0.079900891,1
GTM,0,2019,Low,Southeast,Back Barrier,Microtidal,Oligohaline,64.8,35.2,35.2,0,0.648,0,0.966666667,0.08390121,1
GTM,0,2020,Low,Southeast,Back Barrier,Microtidal,Oligohaline,59,41,41,0,0.59,0,0.933333333,0.075794439,1
GTM,1,2012,Low,Southeast,Riverine,Microtidal,Oligohaline,46.46666667,53.53333333,53.53333333,0,0.464666667,0,2.133333333,0.45753882,1
GTM,1,2013,Low,Southeast,Riverine,Microtidal,Oligohaline,37.86666667,62.13333333,62.13333333,0,0.378666667,0,2.2,0.230476057,1
GTM,1,2014,Low,Southeast,Riverine,Microtidal,Oligohaline,44.47333333,55.52666667,55.52666667,0,0.444733333,0,2.046666667,0.315898528,1
GTM,1,2015,Low,Southeast,Riverine,Microtidal,Oligohaline,38.03333333,61.96666667,61.96666667,0,0.380333333,0,2.033333333,0.315875064,1
GTM,1,2016,Low,Southeast,Riverine,Microtidal,Oligohaline,41.6,58.39966667,58.39966667,0,0.416,0,2.366666667,0.44993499,1
GTM,1,2017,Low,Southeast,Riverine,Microtidal,Oligohaline,54.2,45.8,45.8,0,0.542,0,2.6,0.481601843,1
GTM,1,2018,Low,Southeast,Riverine,Microtidal,Oligohaline,43,57,57,0,0.43,0,2.533333333,0.480642994,1
GTM,1,2019,Low,Southeast,Riverine,Microtidal,Oligohaline,49.38466667,50.615,50.615,0,0.493848333,0,2.6,0.651602902,1
GTM,1,2020,Low,Southeast,Riverine,Microtidal,Oligohaline,42.13333333,57.86633333,57.86633333,0,0.421333333,0,2.833333333,0.674856305,1
GTM,22,2012,Low,Southeast,Riverine,Microtidal,Oligohaline,55.13333333,44.86666667,44.86666667,0,0.551333333,0,1.1,0.047101792,1
GTM,22,2013,Low,Southeast,Riverine,Microtidal,Oligohaline,70.46666667,29.53333333,29.53333333,0,0.704666667,0,1.166666667,0.048689663,1
GTM,22,2014,Low,Southeast,Riverine,Microtidal,Oligohaline,67.96226415,32.03773585,32.03773585,0,0.679622642,0,1.106918239,0.043694271,1
GTM,22,2015,Low,Southeast,Riverine,Microtidal,Oligohaline,65.03333333,34.96666667,34.96666667,0,0.650333333,0,1.2,0.104584874,1
GTM,22,2016,Low,Southeast,Riverine,Microtidal,Oligohaline,50.86666667,49.13333333,49.13333333,0,0.508666667,0,1.166666667,0.068987128,1
GTM,22,2017,Low,Southeast,Riverine,Microtidal,Oligohaline,70.2,29.8,29.8,0,0.702,0,1.4,0.159507005,1
GTM,22,2018,Low,Southeast,Riverine,Microtidal,Oligohaline,70.8,29.2,29.2,0,0.708,0,1.3,0.160759671,1
GTM,22,2019,Low,Southeast,Riverine,Microtidal,Oligohaline,64.18533333,35.81466667,35.81466667,0,0.641853333,0,1.333333333,0.211861568,1
GTM,22,2020,Low,Southeast,Riverine,Microtidal,Oligohaline,54.6,45.4,45.4,0,0.546,0,1.366666667,0.244051968,1
GTM,40,2012,Low,Southeast,Riverine,Microtidal,Oligohaline,64,36,36,0,0.64,0,1,0,1
GTM,40,2013,Low,Southeast,Riverine,Microtidal,Oligohaline,83.33333333,16.66666667,16.66666667,0,0.833333333,0,1,0,1
GTM,40,2014,Low,Southeast,Riverine,Microtidal,Oligohaline,67.6962963,32.3037037,32.3037037,0,0.676962963,0,1,0,1
GTM,40,2015,Low,Southeast,Riverine,Microtidal,Oligohaline,69.96666667,30.03333333,30.03333333,0,0.699666667,0,1.033333333,0.003822176,1
GTM,40,2016,Low,Southeast,Riverine,Microtidal,Oligohaline,60.33333333,39.66666667,39.66666667,0,0.603333333,0,0.933333333,0,1
GTM,40,2017,Low,Southeast,Riverine,Microtidal,Oligohaline,71.33333333,28.66666667,28.66666667,0,0.713333333,0,0.866666667,0,1
GTM,40,2018,Low,Southeast,Riverine,Microtidal,Oligohaline,60,40,40,0,0.6,0,0.928571429,0,1
GTM,40,2019,Low,Southeast,Riverine,Microtidal,Oligohaline,62.5,37.5,37.5,0,0.625,0,0.866666667,0,1
GTM,40,2020,Low,Southeast,Riverine,Microtidal,Oligohaline,58.16666667,41.83333333,41.83333333,0,0.581666667,0,0.833333333,0,1
GTM,46,2012,Low,Southeast,Riverine,Microtidal,Oligohaline,58,42,14.33333333,0,0.58,0,2,0.362814714,1
GTM,46,2013,Low,Southeast,Riverine,Microtidal,Oligohaline,75.13333333,24.86666667,9.4,0,0.751333333,0,2.533333333,0.469225253,1
GTM,46,2014,Low,Southeast,Riverine,Microtidal,Oligohaline,37.68484848,62.31509091,23.44424242,0,0.376848485,0,2.587878788,0.527610408,1
GTM,46,2015,Low,Southeast,Riverine,Microtidal,Oligohaline,30.4,69.6,22.71266667,0,0.304,0,2.6,0.534824206,1
GTM,46,2016,Low,Southeast,Riverine,Microtidal,Oligohaline,35.72413793,64.27586207,9.103448276,0,0.357241379,0,2.137931034,0.296203498,1
GTM,46,2017,Low,Southeast,Riverine,Microtidal,Oligohaline,46.1,53.9,14.8405,0,0.461,0,2.1,0.50160085,1
GTM,46,2018,Low,Southeast,Riverine,Microtidal,Oligohaline,51.8,48.2,17.7,0,0.518,0,2.233333333,0.557348623,1
GTM,46,2019,Low,Southeast,Riverine,Microtidal,Oligohaline,57.3,42.7,7.983333333,0,0.573,0,2.033333333,0.40212105,1
GTM,46,2020,Low,Southeast,Riverine,Microtidal,Oligohaline,43.75925926,56.24074074,6.56462963,0,0.437592593,0,1.537037037,0.252801243,1
GTM,46,2020,Mid,Southeast,Riverine,Microtidal,Oligohaline,25,75,3.666666667,21.33333333,0.25,0,6,1.048466037,0.338785877
GTM,46,2020,Up,Southeast,Riverine,Microtidal,Oligohaline,35.66666667,64.33333333,2.4,36.33333333,0.134,0.066666667,7.933333333,1.233127332,0.389511764
JAC,Central Segment,2011,Low,Mid-Atlantic,Bay Front,Microtidal,Oligohaline,59.875,40.125,40.125,NA,0.591666667,0,1.266666667,0.107279562,1
JAC,Central Segment,2013,Low,Mid-Atlantic,Bay Front,Microtidal,Oligohaline,52.56944444,47.43055556,47.43055556,NA,0.512916667,0,1.533333333,0.179391399,1
JAC,Central Segment,2017,Low,Mid-Atlantic,Bay Front,Microtidal,Oligohaline,50,50,50,NA,0.5,0,1.266666667,0.109956942,1
JAC,Central Segment,2021,Low,Mid-Atlantic,Bay Front,Microtidal,Oligohaline,41.65866667,58.34266667,58.34266667,NA,0.408246667,0,1.166666667,0.002793907,1
JAC,South Segment,2011,Low,Mid-Atlantic,Bay Front,Microtidal,Oligohaline,64.66666667,35.33333333,35.33333333,NA,0.63375,0,1.216666667,0.12672677,1
JAC,South Segment,2013,Low,Mid-Atlantic,Bay Front,Microtidal,Oligohaline,64.05822222,35.94177778,35.94177778,NA,0.640582222,0,1.211111111,0.123456419,1
JAC,South Segment,2017,Low,Mid-Atlantic,Bay Front,Microtidal,Oligohaline,62,38,38,NA,0.62,0,1.166666667,0.108412513,1
JAC,South Segment,2021,Low,Mid-Atlantic,Bay Front,Microtidal,Oligohaline,58.99066667,41.01,41.01,NA,0.589904,0,1.166666667,0.04565234,1
KAC,BS,2010,Low,West Coast,Back Barrier,Macrotidal,Oligohaline,48.66018519,51.34092593,44.48092593,0,0.133998333,NA,3.203703704,0.614778986,0.999983673
KAC,BS,2010,Mid,West Coast,Back Barrier,Macrotidal,Oligohaline,0,99.995,21.645,0,0,NA,2.5,0.461126664,1
KAC,BS,2010,Up,West Coast,Back Barrier,Macrotidal,Oligohaline,4.995,95.01,0,86.415,0,NA,4.5,0.393251943,0
KAC,BS,2011,Low,West Coast,Back Barrier,Macrotidal,Oligohaline,49.27796296,50.72185185,44.78296296,0,0.152905741,NA,3.351851852,0.567521401,1
KAC,BS,2011,Mid,West Coast,Back Barrier,Macrotidal,Oligohaline,0,99.995,25.725,0,0,NA,2.5,0.498733379,0.97595
KAC,BS,2011,Up,West Coast,Back Barrier,Macrotidal,Oligohaline,2.495,97.505,0,87.29,0,NA,5.5,0.461139873,0
KAC,BS,2012,Low,West Coast,Back Barrier,Macrotidal,Oligohaline,40.18351852,59.81740741,53.73814815,0,0.167680741,NA,3.462962963,0.644846959,1
KAC,BS,2012,Mid,West Coast,Back Barrier,Macrotidal,Oligohaline,14.285,85.72,20.835,0,0,NA,3,0.48370891,0.98610139
KAC,BS,2012,Up,West Coast,Back Barrier,Macrotidal,Oligohaline,0,100,0,87.04,0,NA,4,0.496003493,0
KAC,BS,2013,Low,West Coast,Back Barrier,Macrotidal,Oligohaline,43.42481481,56.57611111,49.51944444,0,0.162362963,NA,3.5,0.680225219,1
KAC,BS,2013,Mid,West Coast,Back Barrier,Macrotidal,Oligohaline,12.5,87.495,17.5,0,0,NA,3.5,0.754864552,0.915991599
KAC,BS,2013,Up,West Coast,Back Barrier,Macrotidal,Oligohaline,0,100.005,0,87.675,0,NA,5.5,0.464341792,0
KAC,BS,2018,Low,West Coast,Back Barrier,Macrotidal,Oligohaline,38.80566038,61.19358491,55.75660377,0,0.150405849,NA,4.301886792,0.855633362,1
KAC,BS,2018,Mid,West Coast,Back Barrier,Macrotidal,Oligohaline,0,100,49.9,19.96,0,NA,4,0.355598957,0.7989
KAC,BS,2018,Up,West Coast,Back Barrier,Macrotidal,Oligohaline,0,100,0,96.265,0,NA,3.5,0.427868397,0
KAC,BS,2020,Low,West Coast,Back Barrier,Macrotidal,Oligohaline,38.39132075,61.60867925,56.81339623,0,0.175876981,NA,4.188679245,0.956112892,1
KAC,BS,2020,Mid,West Coast,Back Barrier,Macrotidal,Oligohaline,0,100.005,32.545,42.46,0,NA,4.5,0.741080525,0.565492506
KAC,BS,2020,Up,West Coast,Back Barrier,Macrotidal,Oligohaline,0,100,0,96.74,0,NA,4.5,0.401379354,0
KAC,CP,2011,Low,West Coast,Bay Front,Macrotidal,Mesohaline,55.35925926,44.64111111,44.64111111,0,0.030707037,NA,2.703703704,0.571471397,1
KAC,CP,2011,Mid,West Coast,Bay Front,Macrotidal,Mesohaline,38.8755,61.126,54.78316667,0.442,0.00442,NA,3.983333333,0.765072096,0.975492641
