"Reserve","SiteID","TransectID","PlotID","Vegetation_Zone","Total.unvegetated_slope","Bare_slope","Total.live.veg_slope","H.Halophyte_slope","EIR_slope","Richness_slope","SWdiv_slope","Salt_to_Total_slope","Spartina.alterniflora_slope","Juncus.roemerianus_slope","Wrack_slope","Other.Unvegetated_slope","B.Brackish_slope","F.Freshwater_slope","U.Upland_slope","Invasive_Cover_slope","Spartina.patens_slope","Dead_slope","Other.live.vegetation_slope","Water_slope","Salicornia.pacifica_slope","Rock_slope","Wood_slope","A.Algae_slope","tide_range_slope","temp_avg_slope","precip_sum_slope","Geomorphology","Tidal_Range","Salinity_category","SLR_since_1970","SLR_last19yrs","Latitude","NERR_Region","Region","NERRS_MARS","NERRs_Landscape_resiliency_condition_sum_quantile","NERRs_Landscape_resiliency_vulnerability_sum_quantile","NERRs_Landscape_UnvegVegEdge_ratio","NERRs_Landscape_Core_edge_ratio","NERRs_Landscape_%_Natural","NERRs_Landscape_tidal_range","NERRs_Landscape_Pct_MUC_below_MHHW","Criteria_for_site_not_met","SET_change","SET_deficit","proportion_low","proportion_midToHigh","proportion_uplandOrFresh","siteAvg_distance_to_water","siteAvg_orthometric_height","plotOrthometric_height","plotDistance_to_water"
"ELK","Upper","Azevedo1","3","Low",0,0,-6.91373543851437e-15,0,0,0,0,0,,,0,0,,,-6.91373543851437e-15,,,,,,-6.91373543851437e-15,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.849702,"West Coast","NA15",2.46,2,-4,2.31,0.79,41.04,1.61,0.09,,2.29,-0.67,0.75,0.15,0.1,70.1925,1.66226875000075,1.6071,83.7
"ELK","Upper","Azevedo1","4","Low",0,0,-6.91373543851437e-15,0,0,0,0,0,,,0,0,,,-6.91373543851437e-15,,,,,,-6.91373543851437e-15,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.849702,"West Coast","NA15",2.46,2,-4,2.31,0.79,41.04,1.61,0.09,,2.29,-0.67,0.75,0.15,0.1,70.1925,1.66226875000075,1.5983749999975,71.7
"ELK","Upper","Azevedo1","5","Low",-4.34953810236891,-4.34953810236891,4.34953810236891,0,-0.0434953810236891,0,0,0,,,0,0,,,4.34953810236891,,,,,,4.34953810236891,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.849702,"West Coast","NA15",2.46,2,-4,2.31,0.79,41.04,1.61,0.09,,2.29,-0.67,0.75,0.15,0.1,70.1925,1.66226875000075,1.5769999999975,59.75
"ELK","Upper","Azevedo1","6","Low",0,0,-6.91373543851437e-15,0,0,0,0,0,,,0,0,,,-6.91373543851437e-15,,,,,,-6.91373543851437e-15,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.849702,"West Coast","NA15",2.46,2,-4,2.31,0.79,41.04,1.61,0.09,,2.29,-0.67,0.75,0.15,0.1,70.1925,1.66226875000075,1.58125,47.8
"ELK","Upper","Azevedo1","7","Low",1.3373313818092,1.3373313818092,-1.3373313818092,0,0.013373313818092,-0.216110442673245,0,,,,0,0,,,-1.3373313818092,,,,,,-1.3373313818092,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.849702,"West Coast","NA15",2.46,2,-4,2.31,0.79,41.04,1.61,0.09,,2.29,-0.67,0.75,0.15,0.1,70.1925,1.66226875000075,1.218825,36
"ELK","Upper","Azevedo1","8","Low",0,0,-6.91373543851437e-15,0,0,0,0,0,,,0,0,,,-6.91373543851437e-15,,,,,,-6.91373543851437e-15,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.849702,"West Coast","NA15",2.46,2,-4,2.31,0.79,41.04,1.61,0.09,,2.29,-0.67,0.75,0.15,0.1,70.1925,1.66226875000075,1.592125,23.9
"ELK","Upper","Azevedo1","9","Low",0,0,-6.91373543851437e-15,0,0,0,0,0,,,0,0,,,-6.91373543851437e-15,,,,,,-6.91373543851437e-15,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.849702,"West Coast","NA15",2.46,2,-4,2.31,0.79,41.04,1.61,0.09,,2.29,-0.67,0.75,0.15,0.1,70.1925,1.66226875000075,1.5763000000075,12
"ELK","Lower","RoundHill1","1","Up",0,0,0.000774241177042301,0,0.0462358417786304,-1.06233974774629e-16,0.0619448469208889,0,,,0,0,,,0.000774241177042301,,,,,,4.62366160198075,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,2.322825,112.76
"ELK","Lower","RoundHill1","10","Low",7.71663179921634,7.71663179921634,-7.71663179921634,0,0.0771663179921634,0,0,0,,,0,0,,,-7.71663179921634,,,,,,-7.71663179921634,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,1.458575,0
"ELK","Lower","RoundHill1","2","Low",6.67516507089019,6.67516507089019,-6.6751650708902,0,0.0667516507089019,0,0,0,,,0,0,,,-6.6751650708902,,,,,,-6.6751650708902,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,1.66175,100.16
"ELK","Lower","RoundHill1","3","Low",-1.34021147746451,-1.34021147746451,1.34021147746451,0,-0.0134021147746451,0,0,0,,,0,0,,,1.34021147746451,,,,,,1.34021147746451,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,1.588999999995,87.66
"ELK","Lower","RoundHill1","4","Low",-6.79897438557623e-15,-6.79897438557623e-15,0,0,0,0,0,,,,0,0,,,0,,,,,,0,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,1.383800000005,75.06
"ELK","Lower","RoundHill1","5","Low",7.71663179921634,7.71663179921634,-7.71663179921634,0,0.0771663179921634,0,0,0,,,0,0,,,-7.71663179921634,,,,,,-7.71663179921634,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,1.570575,62.56
"ELK","Lower","RoundHill1","6","Low",-0.546403517325844,-0.546403517325844,0.546403517325844,0,-0.00546403517325842,0,0,0,,,0,0,,,0.546403517325844,,,,,,0.546403517325844,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,1.547550000005,49.96
"ELK","Lower","RoundHill1","7","Low",2.39782492530767,2.39782492530767,-2.39782492530768,0,0.0239782492530768,0,0,0,,,0,0,,,-2.39782492530768,,,,,,-2.39782492530768,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,1.5373,37.36
"ELK","Lower","RoundHill1","8","Low",-2.39782492530768,-2.39782492530768,2.39782492530767,0,-0.0239782492530767,0,0,0,,,0,0,,,2.39782492530767,,,,,,2.39782492530767,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,1.4618000000025,25.56
"ELK","Lower","RoundHill1","9","Low",1.34021147746451,1.34021147746451,-1.34021147746451,0,0.0134021147746451,0,0,0,,,0,0,,,-1.34021147746451,,,,,,-1.34021147746451,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,1.5901749999975,12.66
"ELK","Lower","Yampah1","1","Up",0,0,-6.86232543559309e-15,0,0,-0.13939926615632,-0.105253569793332,0,,,0,0,,,-6.86232543559309e-15,,,,,,0,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,2.17535,111.6
"ELK","Lower","Yampah1","10","Low",-2.97552834156164,-2.97552834156164,2.97552834156164,0,-0.0297552834156165,0,0,0,,,0,0,,,2.97552834156164,,,,,,2.97552834156164,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,1.2820249999975,0
"ELK","Lower","Yampah1","2","Low",0,0,-6.86232543559309e-15,0,0,0,0,0,,,0,0,,,-6.86232543559309e-15,,,,,,-6.86232543559309e-15,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,1.579075,99.2
"ELK","Lower","Yampah1","3","Low",0,0,-6.86232543559309e-15,0,0,0,0,0,,,0,0,,,-6.86232543559309e-15,,,,,,-6.86232543559309e-15,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,1.561975,86.8
"ELK","Lower","Yampah1","4","Low",0,0,-6.86232543559309e-15,0,0,0,0,0,,,0,0,,,-6.86232543559309e-15,,,,,,-6.86232543559309e-15,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,1.5847499999975,74.4
"ELK","Lower","Yampah1","5","Low",3.74995699174652,3.74995699174652,-3.74995699174652,0,0.0374995699174652,0,0,0,,,0,0,,,-3.74995699174652,,,,,,-3.74995699174652,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,1.5503999999975,62
"ELK","Lower","Yampah1","6","Low",-9.52227234033493,-9.52227234033493,9.52227234033492,0,-0.0952227234033493,0,0,0,,,0,0,,,9.52227234033492,,,,,,9.52227234033492,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,1.471325,49.6
"ELK","Lower","Yampah1","7","Low",-2.4130012971659,-2.4130012971659,2.4130012971659,0,-0.024130012971659,0,0,0,,,0,0,,,2.4130012971659,,,,,,2.4130012971659,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,1.4833999999975,37.2
"ELK","Lower","Yampah1","8","Low",-1.97668159409662,-1.97668159409662,1.97668159409662,0,-0.0197668159409662,0,0,0,,,0,0,,,1.97668159409662,,,,,,1.97668159409662,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,1.3192500000025,24.8
"ELK","Lower","Yampah1","9","Low",-7.76389313403125,-7.76389313403125,7.76389313403124,0,-0.0776389313403124,0,0,0,,,0,0,,,7.76389313403124,,,,,,7.76389313403124,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.810744,"West Coast","NA15",2.46,2,-4,2.31,0.790000000000001,41.04,1.61,0.09,,2.05,-0.43,0.9,0.025,0.075,55.81975,1.55641624999938,1.32835,12.4
"ELK","Upper","Hudson1","1","Up",18.2208281585486,18.2208281585486,-18.2208281585486,-5.54305632952555,-0.0554305632952555,-1.07897215228122e-16,-0.00858635555299229,0.0279103173798099,,,0,0,,,-12.677771829023,,,,,,0,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.849702,"West Coast","NA15",2.46,2,-4,2.31,0.79,41.04,1.61,0.09,,2.29,-0.67,0.75,0.15,0.1,70.1925,1.66226875000075,2.200750000005,173
"ELK","Upper","Hudson1","10","Low",4.60621299547381,4.60621299547381,-4.60621299547381,0,0.0460621299547381,0,0,0,,,0,0,,,-4.60621299547381,,,,,,0,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.849702,"West Coast","NA15",2.46,2,-4,2.31,0.79,41.04,1.61,0.09,,2.29,-0.67,0.75,0.15,0.1,70.1925,1.66226875000075,1.3979,0
"ELK","Upper","Hudson1","2","Mid",0,0,-6.90542177459978e-15,0,0,0,0,0,,,0,0,,,-6.90542177459978e-15,,,,,,-6.90542177459978e-15,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.849702,"West Coast","NA15",2.46,2,-4,2.31,0.79,41.04,1.61,0.09,,2.29,-0.67,0.75,0.15,0.1,70.1925,1.66226875000075,1.757200000005,153.8
"ELK","Upper","Hudson1","3","Mid",0,0,-6.90542177459978e-15,0,0,0,0,0,,,0,0,,,-6.90542177459978e-15,,,,,,-6.90542177459978e-15,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.849702,"West Coast","NA15",2.46,2,-4,2.31,0.79,41.04,1.61,0.09,,2.29,-0.67,0.75,0.15,0.1,70.1925,1.66226875000075,1.7802749999975,134.6
"ELK","Upper","Hudson1","4","Mid",0,0,-6.90542177459978e-15,0,0,0,0,0,,,0,0,,,-6.90542177459978e-15,,,,,,-6.90542177459978e-15,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.849702,"West Coast","NA15",2.46,2,-4,2.31,0.79,41.04,1.61,0.09,,2.29,-0.67,0.75,0.15,0.1,70.1925,1.66226875000075,1.7921000000025,115.4
"ELK","Upper","Hudson1","5","Low",0,0,-6.90542177459978e-15,0,0,0,0.00224362913319867,0,,,0,0,,,-6.90542177459978e-15,,,,,,-0.862884712298627,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.849702,"West Coast","NA15",2.46,2,-4,2.31,0.79,41.04,1.61,0.09,,2.29,-0.67,0.75,0.15,0.1,70.1925,1.66226875000075,1.6947250000025,96.2
"ELK","Upper","Hudson1","6","Low",-2.3703405111923,-2.3703405111923,2.37034051119229,0,-0.023703405111923,0.216811377422044,0.149121094865573,0,,,0,0,,,2.37034051119229,,,,,,-7.34931353863792,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.849702,"West Coast","NA15",2.46,2,-4,2.31,0.79,41.04,1.61,0.09,,2.29,-0.67,0.75,0.15,0.1,70.1925,1.66226875000075,1.720999999995,77
"ELK","Upper","Hudson1","7","Low",-1.32484966899382,-1.32484966899382,1.32701778276804,0,-0.0132484966899382,0.293348042297481,0.127400755419968,0,,,0,0,,,1.32701778276804,,,,,,-0.867984223109276,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.849702,"West Coast","NA15",2.46,2,-4,2.31,0.79,41.04,1.61,0.09,,2.29,-0.67,0.75,0.15,0.1,70.1925,1.66226875000075,1.65355,57.8
"ELK","Upper","Hudson1","8","Low",3.75300494317558,3.75300494317558,-3.75300494317558,0,0.0375300494317558,0,0,0,,,0,0,,,-3.75300494317558,,,,,,-3.75300494317558,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.849702,"West Coast","NA15",2.46,2,-4,2.31,0.79,41.04,1.61,0.09,,2.29,-0.67,0.75,0.15,0.1,70.1925,1.66226875000075,1.609375,38.6
"ELK","Upper","Hudson1","9","Low",0,0,-6.90542177459978e-15,0,0,0,0,0,,,0,0,,,-6.90542177459978e-15,,,,,,-6.90542177459978e-15,,,,-0.00371929824561392,0.108903508771926,-0.0066403508771923,"Riverine","Mesotidal","Polyhaline",1.62,3.65,36.849702,"West Coast","NA15",2.46,2,-4,2.31,0.79,41.04,1.61,0.09,,2.29,-0.67,0.75,0.15,0.1,70.1925,1.66226875000075,1.535875,19.4
"GND","spalt","1","1","Low",6.12874967230156,,-6.12874967230158,0,0.0612874967230157,-1.57789256674655e-16,0.0566765201255704,0.0960388542849719,-9.25293255579906,3.12418288349749,,6.12874967230156,3.12418288349749,0,-9.25293255579906,0,0,,0,,,,,,-0.00236842105263155,0.0600994152046809,0.179751461988299,"Bay Front","Microtidal","Polyhaline",4.36,10.98,30.361762,"Gulf Coast","NA25",2.3,10,-7,3.34,4.46,65.57,0.46,0.16,,5.74,-1.38,0.592592592592593,0.407407407407407,0,82.6296296296296,0.173601111111111,0.17085,20
"GND","spalt","1","2","Low",-1.74548214978391,,1.74548214978391,0,-0.0174548214978391,0.0797338168749383,0.0435927640189565,0.0436734804220048,-0.191502486478225,1.93698463626213,,-1.74548214978391,1.93698463626213,0,-0.191502486478225,0,0,,0,,,,,,-0.00236842105263155,0.0600994152046809,0.179751461988299,"Bay Front","Microtidal","Polyhaline",4.36,10.98,30.361762,"Gulf Coast","NA25",2.3,10,-7,3.34,4.46,65.57,0.46,0.16,,5.74,-1.38,0.592592592592593,0.407407407407407,0,82.6296296296296,0.173601111111111,0.14752,35
"GND","spalt","1","3","Low",0.477629369347597,,-0.4776293693476,0,0.00477629369347594,-7.88946283373277e-17,0,0,-0.4776293693476,0,,0.477629369347597,0,0,-0.4776293693476,0,0,,0,,,,,,-0.00236842105263155,0.0600994152046809,0.179751461988299,"Bay Front","Microtidal","Polyhaline",4.36,10.98,30.361762,"Gulf Coast","NA25",2.3,10,-7,3.34,4.46,65.57,0.46,0.16,,5.74,-1.38,0.592592592592593,0.407407407407407,0,82.6296296296296,0.173601111111111,0.13579,50
"GND","spalt","1","4","Low",1.01479049881706,,-1.01479049881706,0,0.0101479049881705,0.113925807421651,0.0510995834071147,0.0611290315997004,-0.692182853355417,-0.322607645461642,,1.01479049881706,-0.322607645461642,0,-0.692182853355417,0,0,,0,,,,,,-0.00236842105263155,0.0600994152046809,0.179751461988299,"Bay Front","Microtidal","Polyhaline",4.36,10.98,30.361762,"Gulf Coast","NA25",2.3,10,-7,3.34,4.46,65.57,0.46,0.16,,5.74,-1.38,0.592592592592593,0.407407407407407,0,82.6296296296296,0.173601111111111,0.2071,65
"GND","spalt","1","5","Mid",9.06407070978127,,-9.06407070978128,0,0.0924704807187757,0.152924761713456,0.0283961175455849,-0.00641254630411324,0.182977362096295,-9.24704807187757,,9.06407070978127,-9.24704807187757,0,0.182977362096295,0,0,,0,,,,,,-0.00236842105263155,0.0600994152046809,0.179751461988299,"Bay Front","Microtidal","Polyhaline",4.36,10.98,30.361762,"Gulf Coast","NA25",2.3,10,-7,3.34,4.46,65.57,0.46,0.16,,5.74,-1.38,0.592592592592593,0.407407407407407,0,82.6296296296296,0.173601111111111,0.22692,83
"GND","spalt","1","6","Mid",8.4420371465336,,-8.44203714653361,0,0.084420371465336,-7.88946283373277e-17,0,-7.88946283373277e-17,0,-8.44203714653361,,8.4420371465336,-8.44203714653361,0,0,0,0,,0,,,,,,-0.00236842105263155,0.0600994152046809,0.179751461988299,"Bay Front","Microtidal","Polyhaline",4.36,10.98,30.361762,"Gulf Coast","NA25",2.3,10,-7,3.34,4.46,65.57,0.46,0.16,,5.74,-1.38,0.592592592592593,0.407407407407407,0,82.6296296296296,0.173601111111111,0.19656,100
"GND","spalt","1","7","Mid",11.4130476947126,,-11.4130476947126,0,0.110143786103379,-0.0797338168749385,-0.0216229638085477,0.00613337052884136,-0.398669084374692,-11.0143786103379,,11.4130476947126,-11.0143786103379,0,-0.398669084374692,0,0,,0,,,,,,-0.00236842105263155,0.0600994152046809,0.179751461988299,"Bay Front","Microtidal","Polyhaline",4.36,10.98,30.361762,"Gulf Coast","NA25",2.3,10,-7,3.34,4.46,65.57,0.46,0.16,,5.74,-1.38,0.592592592592593,0.407407407407407,0,82.6296296296296,0.173601111111111,0.16988,118
"GND","spalt","1","8","Mid",9.84215972339602,,-9.84215972339603,0,0.0940438641351026,0.179246616649294,0.0672584022135159,-0.0150640362440125,-0.437773309885758,-9.40438641351027,,9.84215972339602,-9.40438641351027,0,-0.437773309885758,0,0,,0,,,,,,-0.00236842105263155,0.0600994152046809,0.179751461988299,"Bay Front","Microtidal","Polyhaline",4.36,10.98,30.361762,"Gulf Coast","NA25",2.3,10,-7,3.34,4.46,65.57,0.46,0.16,,5.74,-1.38,0.592592592592593,0.407407407407407,0,82.6296296296296,0.173601111111111,0.21856,132
"GND","spalt","1","9","Low",2.47016581933522,,-2.47016581933523,0,0.0247016581933522,-0.0797338168749385,-0.0136672886669119,-0.0764570846745985,3.11120136191047,-5.58136718124569,,2.47016581933522,-5.58136718124569,0,3.11120136191047,0,0,,0,,,,,,-0.00236842105263155,0.0600994152046809,0.179751461988299,"Bay Front","Microtidal","Polyhaline",4.36,10.98,30.361762,"Gulf Coast","NA25",2.3,10,-7,3.34,4.46,65.57,0.46,0.16,,5.74,-1.38,0.592592592592593,0.407407407407407,0,82.6296296296296,0.173601111111111,0.16363,148
"GND","spalt","2","1","Low",6.70540342057833,,-6.70540342057834,0,0.0670540342057833,-1.57789256674655e-16,0.0542853383405651,0.0463017966799766,-8.03991519511803,1.3345117745397,,6.70540342057833,1.3345117745397,0,-8.03991519511803,0,0,,0,,,,,,-0.00236842105263155,0.0600994152046809,0.179751461988299,"Bay Front","Microtidal","Polyhaline",4.36,10.98,30.361762,"Gulf Coast","NA25",2.3,10,-7,3.34,4.46,65.57,0.46,0.16,,5.74,-1.38,0.592592592592593,0.407407407407407,0,82.6296296296296,0.173601111111111,0.24457,20
"GND","spalt","2","2","Low",9.18060858869842,,-9.18060858869843,0,0.0918060858869842,-1.57789256674655e-16,0.0496575281058902,0.0967467444915228,-10.3440309460725,1.16342235737405,,9.18060858869842,1.16342235737405,0,-10.3440309460725,0,0,,0,,,,,,-0.00236842105263155,0.0600994152046809,0.179751461988299,"Bay Front","Microtidal","Polyhaline",4.36,10.98,30.361762,"Gulf Coast","NA25",2.3,10,-7,3.34,4.46,65.57,0.46,0.16,,5.74,-1.38,0.592592592592593,0.407407407407407,0,82.6296296296296,0.173601111111111,0.21391,35
"GND","spalt","2","3","Low",5.22117145449539,,-5.2211714544954,0,0.0522117145449539,-1.57789256674655e-16,0.0239392645876899,-0.00250894940600359,-2.73039149818223,-2.49077995631316,,5.22117145449539,-2.49077995631316,0,-2.73039149818223,0,0,,0,,,,,,-0.00236842105263155,0.0600994152046809,0.179751461988299,"Bay Front","Microtidal","Polyhaline",4.36,10.98,30.361762,"Gulf Coast","NA25",2.3,10,-7,3.34,4.46,65.57,0.46,0.16,,5.74,-1.38,0.592592592592593,0.407407407407407,0,82.6296296296296,0.173601111111111,0.15347,50
"GND","spalt","2","4","Low",-0.855180924317493,,0.85518092431749,0,-0.00855180924317494,-7.88946283373277e-17,0,0.0876298453722291,-1.33556520998824,2.19074613430573,,-0.855180924317493,2.19074613430573,0,-1.33556520998824,0,0,,0,,,,,,-0.00236842105263155,0.0600994152046809,0.179751461988299,"Bay Front","Microtidal","Polyhaline",4.36,10.98,30.361762,"Gulf Coast","NA25",2.3,10,-7,3.34,4.46,65.57,0.46,0.16,,5.74,-1.38,0.592592592592593,0.407407407407407,0,82.6296296296296,0.173601111111111,0.21228,65
"GND","spalt","2","5","Mid",10.3616686668215,,-10.3616686668215,0,0.10887542522931,0.145054626102582,0.0801412418305639,-0.0301605689207128,0.525873856109522,-10.887542522931,,10.3616686668215,-10.887542522931,0,0.525873856109522,0,0,,0,,,,,,-0.00236842105263155,0.0600994152046809,0.179751461988299,"Bay Front","Microtidal","Polyhaline",4.36,10.98,30.361762,"Gulf Coast","NA25",2.3,10,-7,3.34,4.46,65.57,0.46,0.16,,5.74,-1.38,0.592592592592593,0.407407407407407,0,82.6296296296296,0.173601111111111,0.10223,82
"GND","spalt","2","6","Low",5.40143331820429,,-5.40143331820429,0,0.0540143331820429,-7.88946283373277e-17,0,0,-5.40143331820429,0,,5.40143331820429,0,0,-5.40143331820429,0,0,,0,,,,,,-0.00236842105263155,0.0600994152046809,0.179751461988299,"Bay Front","Microtidal","Polyhaline",4.36,10.98,30.361762,"Gulf Coast","NA25",2.3,10,-7,3.34,4.46,65.57,0.46,0.16,,5.74,-1.38,0.592592592592593,0.407407407407407,0,82.6296296296296,0.173601111111111,0.22898,98
"GND","spalt","2","7","Mid",8.07655598008892,,-8.07655598008893,0,0.087950183050514,0.145054626102582,0.072486305084539,-0.0359651087554913,0.718462324962477,-8.7950183050514,,8.07655598008892,-8.7950183050514,0,0.718462324962477,0,0,,0,,,,,,-0.00236842105263155,0.0600994152046809,0.179751461988299,"Bay Front","Microtidal","Polyhaline",4.36,10.98,30.361762,"Gulf Coast","NA25",2.3,10,-7,3.34,4.46,65.57,0.46,0.16,,5.74,-1.38,0.592592592592593,0.407407407407407,0,82.6296296296296,0.173601111111111,0.25345,116
