"Reserve","SiteID","Vegetation_Zone","Total.unvegetated_slope","Bare_slope","Total.live.veg_slope","H.Halophyte_slope","EIR_slope","Richness_slope","SWdiv_slope","Salt_to_Total_slope","Spartina.alterniflora_slope","Juncus.roemerianus_slope","Wrack_slope","Other.Unvegetated_slope","B.Brackish_slope","F.Freshwater_slope","U.Upland_slope","Invasive_Cover_slope","Spartina.patens_slope","Dead_slope","Other.live.vegetation_slope","Water_slope","Salicornia.pacifica_slope","Rock_slope","Wood_slope","A.Algae_slope","tide_range_slope","temp_avg_slope","precip_sum_slope","Geomorphology","Tidal_Range","Salinity_category","SLR_since_1970","SLR_last19yrs","Latitude","NERR_Region","Region","NERRS_MARS","NERRs_Landscape_resiliency_condition_sum_quantile","NERRs_Landscape_resiliency_vulnerability_sum_quantile","NERRs_Landscape_UnvegVegEdge_ratio","NERRs_Landscape_Core_edge_ratio","NERRs_Landscape_%_Natural","NERRs_Landscape_tidal_range","NERRs_Landscape_Pct_MUC_below_MHHW","Criteria_for_site_not_met","SET_change","SET_deficit","proportion_low","proportion_midToHigh","proportion_uplandOrFresh","siteAvg_distance_to_water","siteAvg_orthometric_height","zoneAvg_distance_to_water","zoneAvg_orthometric_height"
"GTM","46","Low",1.35539785934551,,-1.35538962782231,-1.85014081394858,0.0135539785934551,-0.0934147163830893,-0.0123723288518464,-3.7413577723738e-17,-0.0292672644108351,0.494751186126269,,1.35539785934551,0.494751186126269,0,0,0,0,,,,,,,,0.00149122807017539,0.158362573099412,0.0669502923976602,"Riverine","Microtidal","Oligohaline",3.84,8.25,29.65862,"Southeast","NA25",,9,-1,0.33,0.45,95.18,0.9,0.36,,3.85,-0.0100000000000002,0.678571428571429,0.0535714285714286,0.267857142857143,50.8214285714286,0.268571694805195,42.2631578947368,0.258117691119691
"JAC","Central Segment","Low",-1.68492504087858,,1.68503188762181,1.68503188762181,-0.0165969617481087,-0.011426775341656,-0.0091346719404934,0,1.88804822801794,,-0.0252822595188618,-1.65964278135972,,,0,0,-0.0540143494871408,,,,,,,,0.00152631578947363,0.0247953216374279,0.0154064327485378,"Bay Front","Microtidal","Oligohaline",4.79,5.55,39.537998,"Mid-Atlantic","NA25",,5,-4,7.98,2.5,64.92,1.15,0.66,,,,1,0,0,,0.458275862068966,,0.458275862068966
"JAC","South Segment","Low",-0.520899664403588,,0.520953061981438,0.520953061981438,-0.00379383343267367,-0.00599485924374588,-0.00715081987569886,-1.9492539154997e-18,0.655982990163857,,-0.141537680167361,-0.379361984236227,,,0,0,-0.00241512794718791,,,,,,,,0.00152631578947363,0.0247953216374279,0.0154064327485378,"Bay Front","Microtidal","Oligohaline",4.79,5.55,39.521132,"Mid-Atlantic","NA25",,5,-4,7.98,2.5,64.92,1.15,0.66,,,,1,0,0,,0.509764705882353,,0.509764705882353
"KAC","FR","Mid",-0.904241785267881,,0.904216649540101,0.732705879594509,-0.00135608751294693,0.0563933606073484,0.013229526626841,-0.00111196764696383,,,,-0.904241785267881,0.0782826228474544,-0.00687775562293197,0.10010590272107,,,,,,,,,,0.00351754385964901,-0.0165789473684209,-0.0141637426900576,"Bay Front","Macrotidal","Mesohaline",-9.62,-7.87,59.803232,"West Coast","NA4",,,,,,,,,,,,0.202127659574468,0.765957446808511,0.0319148936170213,,4.6246675862069,,4.73900304347826
"KAC","FR","Low",-1.59459951317211,,1.59474200346702,1.06032284824059,0.00456466006817922,0.0530936071089218,0.0128736229126912,-0.00173323435595543,,,,-1.59459951317211,0.364414361352405,0.071381895912508,0.0986228979615179,,,,,,,,,,0.00351754385964901,-0.0165789473684209,-0.0141637426900576,"Bay Front","Macrotidal","Mesohaline",-9.62,-7.87,59.803232,"West Coast","NA4",,,,,,,,,,,,0.202127659574468,0.765957446808511,0.0319148936170213,,4.6246675862069,,3.88552933333333
"KAC","FR","Up",-1.82150033664069,,1.82055951688601,0.113476720273451,0,0.385654692710712,0.0458488302117886,-0.0165635620213451,,,,-1.82150033664069,0.265846299898624,2.87971057673928,-1.43847408002535,,,,,,,,,,0.00351754385964901,-0.0165789473684209,-0.0141637426900576,"Bay Front","Macrotidal","Mesohaline",-9.62,-7.87,59.803232,"West Coast","NA4",,,,,,,,,,,,0.202127659574468,0.765957446808511,0.0319148936170213,,4.6246675862069,,5.69064333333333
"KAC","BS","Low",-1.06662510188461,,1.06650758851563,1.11583618381904,0.00276271820535723,0.103335312003242,0.0362678402491943,7.29086463324183e-07,,,,-1.06662510188461,-0.0492570368171998,0,-7.15584862170754e-05,,,,,,,,,,0.00351754385964901,-0.0165789473684209,-0.0141637426900576,"Back Barrier","Macrotidal","Oligohaline",-9.62,-7.87,59.638519,"West Coast","NA4",,,,,,,,,,,,0.931034482758621,0.0344827586206897,0.0344827586206897,,4.3417274137931,,4.25381055555556
"KAC","BS","Mid",-0.50429562408448,,0.505024238717101,2.09780416346055,0,0.194497372231954,0.00968391155404697,-0.039254023579912,,,,-0.50429562408448,-5.51849913085656,4.0725959715899,-0.146876765476785,,,,,,,,,,0.00351754385964901,-0.0165789473684209,-0.0141637426900576,"Back Barrier","Macrotidal","Oligohaline",-9.62,-7.87,59.638519,"West Coast","NA4",,,,,,,,,,,,0.931034482758621,0.0344827586206897,0.0344827586206897,,4.3417274137931,,5.02822
"KAC","BS","Up",-0.33208682757529,,0.331783488986596,0,0,-0.0857610365087786,-0.00361034169870118,0,,,,-0.33208682757529,0,1.17112252445465,-0.839339035468058,,,,,,,,,,0.00351754385964901,-0.0165789473684209,-0.0141637426900576,"Back Barrier","Macrotidal","Oligohaline",-9.62,-7.87,59.638519,"West Coast","NA4",,,,,,,,,,,,0.931034482758621,0.0344827586206897,0.0344827586206897,,4.3417274137931,,6.02899
"KAC","CP","Mid",-0.054208778767592,,0.0541722926985384,0.117173281859177,0.00221526566491076,-0.0800964211874426,-0.0071852069871864,0.000229215988636809,,,,-0.054208778767592,-0.0671105049388438,-0.0112856975329909,0.0153952133111959,,,,,,,,,,0.00351754385964901,-0.0165789473684209,-0.0141637426900576,"Bay Front","Macrotidal","Mesohaline",-9.62,-7.87,59.556792,"West Coast","NA4",,,,,,,,,,,,0.318181818181818,0.681818181818182,0,,3.92290278481013,,4.39174634615385
"KAC","CP","Low",-0.383292538496374,,0.383344015455688,0.383344015455688,0.00134782328475231,-0.0220214772940051,-0.000533919032285445,-4.07978331736295e-19,,,,-0.383292538496374,0,0,0,,,,,,,,,,0.00351754385964901,-0.0165789473684209,-0.0141637426900576,"Bay Front","Macrotidal","Mesohaline",-9.62,-7.87,59.556792,"West Coast","NA4",,,,,,,,,,,,0.318181818181818,0.681818181818182,0,,3.92290278481013,,3.01994481481481
"KAC","SC","Low",-0.985514333336136,,0.985598069109131,0.983136752649582,0.0110363085091119,0.04137300569207,-0.00709742574692929,2.08986282226005e-17,,,,-0.985514333336136,0.00246131645954881,0,0,,,,,,,,,,0.00351754385964901,-0.0165789473684209,-0.0141637426900576,"Bay Front","Macrotidal","Mesohaline",-9.62,-7.87,59.460128,"West Coast","NA4",,,,,,,,,,,,0.515151515151515,0.484848484848485,0,,3.82365967741935,,3.24378266666667
"KAC","SC","Mid",-0.161575592302585,,0.161659625147859,1.10190890019128,0.00482449817427877,-0.00297698545549174,-0.00600197364017328,0.00405217495676424,,,,-0.161575592302585,-0.535040951856871,0,-0.405208323186554,,,,,,,,,,0.00351754385964901,-0.0165789473684209,-0.0141637426900576,"Bay Front","Macrotidal","Mesohaline",-9.62,-7.87,59.460128,"West Coast","NA4",,,,,,,,,,,,0.515151515151515,0.484848484848485,0,,3.82365967741935,,4.367294375
"MAR","MI-W","Low",0.286434758698053,,-0.286642924113475,-0.294783384965294,-0.0202201260106886,-0.108790355949181,-0.0338546453323916,2.93753346612263e-05,-0.604223036569388,,0.282651941867227,0.00378281683082537,0.00957293012049521,,0,,,,-0.00143246926867597,,,,,0,-0.000278637770897839,0.0598538011695924,-0.000657894736844035,"Bay Front","Microtidal","Polyhaline",7.18,10.66,27.937523,"Gulf Coast","NA27",,7,-4,2.72,0.67,86.26,0.2,0.13,,5.49,1.69,1,0,0,10,,10,
"MAR","HF1","Low",11.3867947586998,,-11.3744176839547,-11.4139134097361,0.0420801719563782,-0.258376020545245,-0.0688324673579979,-3.02848352034006e-05,0,,-1.28847910516803,12.6752738638678,0.00663304051021602,,0,,,,0.00131719677109459,,,,,0.0315454885000206,-0.000278637770897839,0.0598538011695924,-0.000657894736844035,"Bay Front","Microtidal","Polyhaline",7.18,10.66,28.305117,"Gulf Coast","NA27",,8,-6,1.5,1.83,82.92,0.12,0.12,,6.19,0.989999999999999,1,0,0,10,,10,
"MAR","HF2","Low",9.84337285371641,,-9.84337285371641,-9.99739966411244,0.0418952487463968,-0.249999944555953,-0.0844947333748192,4.26545051314906e-05,0,,-0.659808025916133,10.5031808796325,0.00196588656807265,,0,,,,0.00128870399178538,,,,,0.150772219836174,-0.000278637770897839,0.0598538011695924,-0.000657894736844035,"Bay Front","Microtidal","Polyhaline",7.18,10.66,28.304803,"Gulf Coast","NA27",,8,-6,1.5,1.83,82.92,0.12,0.12,,-2.18,9.36,1,0,0,20,,20,
"MAR","HF3","Low",8.92994614875273,,-8.92994614875273,-9.01289678099208,0.052853888448479,-0.201462910944851,-0.0544651443018112,-0.000514395986411815,0.00245518763302031,,-0.272406369312491,9.20235251806522,-0.000626939739038441,,0,,,,0.00793453692787715,,,,,0.0756430350505156,-0.000278637770897839,0.0598538011695924,-0.000657894736844035,"Bay Front","Microtidal","Polyhaline",7.18,10.66,28.304229,"Gulf Coast","NA27",,8,-6,1.5,1.83,82.92,0.12,0.12,,-2.02,9.2,1,0,0,10,,10,
"NAR","Nag","Low",3.21366472819546,3.20271993452515,-3.21359853509347,-3.21359853509347,0.0320263857875346,-0.0336420813793307,-0.011925108414382,0,-2.27760695950102,,0.0109447936703027,0,0,,0,0,-0.715269650347061,,,,,0,,,0.00161403508771926,0.0910526315789482,-0.241403508771929,"Bay Front","Microtidal","Polyhaline",3.35,4.38,41.62639,"Northeast","NA10",1.12,3,-6,1.82,0.2,74.79,1.31,0.5,,2.1,1.25,0.208333333333333,0.666666666666667,0.125,45.3152916666667,0.6164751875,26.1572,0.532568666666667
"NAR","Nag","Mid",1.0945935486025,1.07266944363015,-1.09457988271165,-1.09366843051807,0.0137293734760491,-0.015362815150396,-0.0163478559439588,9.43532291492521e-06,1.37298187799463,,0.0219241049723501,0,0,,-0.000911452193581766,0,-1.84969240927386,,,,,0,,,0.00161403508771926,0.0910526315789482,-0.241403508771929,"Bay Front","Microtidal","Polyhaline",3.35,4.38,41.62639,"Northeast","NA10",1.12,3,-6,1.82,0.2,74.79,1.31,0.5,,2.1,1.25,0.208333333333333,0.666666666666667,0.125,45.3152916666667,0.6164751875,43.281375,0.618164114583333
"NAR","Nag","Up",0.889241589993337,0.590205997699653,-0.890211720348412,-0.270121566026692,0.0072048513482015,-0.0688348471326627,-0.00950826436902985,0.000548136543393714,0.470613681792111,,0.299035592293685,0,-0.564171884480281,,-0.0559182698414386,0,0.923610101094501,,,,,0,,,0.00161403508771926,0.0910526315789482,-0.241403508771929,"Bay Front","Microtidal","Polyhaline",3.35,4.38,41.62639,"Northeast","NA10",1.12,3,-6,1.82,0.2,74.79,1.31,0.5,,2.1,1.25,0.208333333333333,0.666666666666667,0.125,45.3152916666667,0.6164751875,88.093,0.747311777777778
"NAR","Coggeshall","Mid",2.19392933394153,2.19075729618485,-2.19406048613548,-2.19406048613548,0.00794254913846149,-0.0563419873552196,-0.0374456277372315,0,0.794218074754403,,0.00317203775667881,0,0,,0,0,-2.20299473059556,,,,,0,,,0.00161403508771926,0.0910526315789482,-0.241403508771929,"Bay Front","Microtidal","Polyhaline",3.35,4.38,41.65078,"Northeast","NA10",1.12,3,-6,1.82,0.2,74.79,1.31,0.5,,1.08,2.27,0.333333333333333,0.523809523809524,0.142857142857143,56.3718095238095,0.603632809523809,46.1002727272727,0.593013363636364
"NAR","Coggeshall","Low",1.76936278800407,1.76487806291432,-1.769387227206,-1.769387227206,0.0176487654451494,-0.0562107459596095,-0.0119284021602164,0,-1.4531812715187,,0.00448472508975113,0,0,,0,0,-0.104276943323489,,,,,0,,,0.00161403508771926,0.0910526315789482,-0.241403508771929,"Bay Front","Microtidal","Polyhaline",3.35,4.38,41.65078,"Northeast","NA10",1.12,3,-6,1.82,0.2,74.79,1.31,0.5,,1.08,2.27,0.333333333333333,0.523809523809524,0.142857142857143,56.3718095238095,0.603632809523809,51.326,0.5164735
"NAR","Coggeshall","Up",1.56505923566174,1.44396157237001,-1.56485556056126,-2.0958078782307,-0.00754898521302431,0.0240880479809361,-0.000120409643791044,0,-0.00333177201596028,,0.384536020390437,0,0.530952317669441,,0,0.530952317669441,0.195328903000006,,,,,-0.263438357098708,,,0.00161403508771926,0.0910526315789482,-0.241403508771929,"Bay Front","Microtidal","Polyhaline",3.35,4.38,41.65078,"Northeast","NA10",1.12,3,-6,1.82,0.2,74.79,1.31,0.5,,1.08,2.27,0.333333333333333,0.523809523809524,0.142857142857143,56.3718095238095,0.603632809523809,105.807666666667,0.8459425
"NIW","Segment A","Mid",-0.164443146401318,,0.153603795673132,0.492525184985689,0,-0.00925475490554425,-0.00370812102697948,0.000966729121867448,0.210462249310884,-0.737588260178783,0.229408611794318,-0.393851758195637,-0.329075893024624,0.0192324965512417,-0.0290779928391746,,-0.27441146971525,,0,,,,,,0.00181630546955624,0.0828187134502919,0.0614912280701724,"Riverine","Microtidal","Polyhaline",3.03,8.56,33.34537724,"Southeast","NA25",,9,-5,2.85,1.88,87.42,1.58,0.95,,1.02,2.01,0.52,0.4,0.08,122.099358414762,0.525556,61.7159546814111,0.85284
"NIW","Segment A","Low",-1.70873285956147,,1.70873285956147,1.70873285956147,-0.0132259239334346,0.00781844736842007,0.000633786099432623,-1.07533464927084e-17,1.59276306412453,0,-0.480071654558436,-1.22866120500304,0,0,0,,0,,0,,,,,,0.00181630546955624,0.0828187134502919,0.0614912280701724,"Riverine","Microtidal","Polyhaline",3.03,8.56,33.34537724,"Southeast","NA25",,9,-5,2.85,1.88,87.42,1.58,0.95,,1.02,2.01,0.52,0.4,0.08,122.099358414762,0.525556,187.019444374507,0.194326923076923
"NIW","Segment A","Up",3.02116277425468,,-3.58944384367859,-2.39399490712644,-0.0391934385846571,-0.2087584271629,-0.0133030950613259,-0.00433090240573116,0,-3.68053339044748,3.36925137237281,-0.348088598118134,-1.52519111957651,0.398543866360374,-0.0627441217220529,,1.83430936148201,,-0.00605756161396057,,,,,,0.00181630546955624,0.0828187134502919,0.0614912280701724,"Riverine","Microtidal","Polyhaline",3.03,8.56,33.34537724,"Southeast","NA25",,9,-5,2.85,1.88,87.42,1.58,0.95,,1.02,2.01,0.52,0.4,0.08,122.099358414762,0.525556,2.03581834317501,1.042125
"NIW","Segment B","Mid",0.985133915261052,,-1.1006011943741,0.335708429972647,0.00258532076702857,-0.0664400175177277,-0.0127746869846853,0.00781788257957372,1.16492045544935,-0.604522101636994,2.18104351051161,-1.19590959525055,-0.953393304826826,-0.379574402604865,-0.103341916915057,,0.400223918860512,,0,,,,,,0.00181630546955624,0.0828187134502919,0.0614912280701724,"Riverine","Microtidal","Polyhaline",3.03,8.56,33.34067163,"Southeast","NA25",,9,-5,2.85,1.88,87.42,1.58,0.95,,0.71,2.32,0.769230769230769,0.230769230769231,0,39.6920298079701,0.387355769230769,4.49245550911179,0.858666666666667
"NIW","Segment B","Low",-1.1379862459347,,1.13799687210741,1.03695447990853,-0.0106087458594698,-0.00422094573438534,-0.000104228442228745,3.9945384152103e-05,1.03695447990853,0,-0.0771200600724582,-1.06086618586225,0.102450454704833,0,-0.00140806250595347,,0,,0,,,,,,0.00181630546955624,0.0828187134502919,0.0614912280701724,"Riverine","Microtidal","Polyhaline",3.03,8.56,33.34067163,"Southeast","NA25",,9,-5,2.85,1.88,87.42,1.58,0.95,,0.71,2.32,0.769230769230769,0.230769230769231,0,39.6920298079701,0.387355769230769,50.2519020976276,0.2459625
"NOC-MI","MI","Low",-0.64225640211231,,0.642247638284529,0.642247638284529,-0.00711995309595845,-0.0191876529008224,4.70208669849624e-05,-7.17640277716289e-18,0.836409550717679,,-0.313851528018602,-0.328404874093708,,,,,-0.0509020845742844,,,,,,,,0.000929824561403529,0.101608187134501,0.084619883040934,"Back barrier","Microtidal","Polyhaline",4.22,9,34.165934,"Southeast","NA25",1.13,3,-8,4.56,0.88,54.91,1.37,0.92,,4.46,-0.24,0.858695652173913,0.141304347826087,0,30.2934782608696,-0.0357555555555556,24.3164556962025,-0.121274358974359
"NOC-MI","MI","Mid",-2.07097090014121,,2.07074298514804,2.07074298514804,0,0.0567434432439,0.0300785039059585,-3.04451857539424e-18,2.53812381242339,,-0.538937593995266,-1.53203330614595,,,,,-0.728148950498708,,,,,,,,0.000929824561403529,0.101608187134501,0.084619883040934,"Back barrier","Microtidal","Polyhaline",4.22,9,34.165934,"Southeast","NA25",1.13,3,-8,4.56,0.88,54.91,1.37,0.92,,4.46,-0.24,0.858695652173913,0.141304347826087,0,30.2934782608696,-0.0357555555555556,66.6153846153846,0.520116666666667
"NOC-RC","MM","Low",4.76622216559756,,-4.7660993878258,-4.86334436548882,0.0369772138775786,0.00257733833219067,0.00129933330889689,-2.27355636799275e-17,-4.87064930166237,,0.18817542542581,4.57804674017175,,,,,0,,,,,,,0.097244977663021,0.000929824561403529,0.0332573099415217,0.0364769005847921,"Back barrier","Microtidal","Polyhaline",4.22,9,34.690962,"Southeast","NA25",1.13,3,-8,6.83,0.49,48.66,1,0.84,,8.2,-3.98,1,0,0,18.1052631578947,-0.110606712482143,18.1052631578947,-0.110606712482143
"SOS","DM","Mid",0,0,-0.000720818292248453,0.50929946914935,0.0023823313979054,0.00412276492951719,0.0151893157793609,-0.00100249791806491,,,,0,-0.597923537009766,0.0975515495363802,0,0,,,0.00270651731142271,,,,0,-0.0123548172796342,-0.00284912280701754,0.11429824561403,-0.0476900584795322,"Riverine","Mesotidal","Mesohaline",0.97,1.41,43.283017,"West Coast","NA15",1.95,6,-7,3.75,0.05,84.74,2.29,0.73,,1.97,-1,0.35,0.65,0,16.7,2.01803833928571,18.7894736842105,2.0763838625
"SOS","DM","Low",0,0,-0.000352646409568357,1.61789571366234,0,0.0123667120879973,-0.00111066128532052,0,,,,0,-1.61824836007191,0,0,0,,,0,,,,0,0,-0.00284912280701754,0.11429824561403,-0.0476900584795322,"Riverine","Mesotidal","Mesohaline",0.97,1.41,43.283017,"West Coast","NA15",1.95,6,-7,3.75,0.05,84.74,2.29,0.73,,1.97,-1,0.35,0.65,0,16.7,2.01803833928571,11.7375,1.87217453125
"SOS","MM","Low",0.174602700073076,0.174602700073076,-0.174329045104731,-0.0285102635201321,0.00174602700073076,-0.0901710791325511,0.00203334814041267,-5.49835475011104e-17,,,,0,-0.145818781584599,0,0,0,,,0,,,,0,0,-0.00284912280701754,0.11429824561403,-0.0476900584795322,"Bay Front","Mesotidal","Polyhaline",0.97,1.41,43.335179,"West Coast","NA15",1.95,6,-7,3.75,0.05,84.74,2.29,0.73,,2.03,-1.06,0.5,0.5,0,21.2,2.0948645625,9.25,1.9967391
"SOS","MM","Mid",-0.474777719287715,0,0.47505421028904,-0.130974666337153,0.000746351331748877,0.171826209387385,0.0282234397427909,3.41122050303179e-06,,,,0,0.606370032788707,0,0,0,,,-0.000341156162513453,,,,-0.474777719287715,0,-0.00284912280701754,0.11429824561403,-0.0476900584795322,"Bay Front","Mesotidal","Polyhaline",0.97,1.41,43.335179,"West Coast","NA15",1.95,6,-7,3.75,0.05,84.74,2.29,0.73,,2.03,-1.06,0.5,0.5,0,21.2,2.0948645625,33.15,2.192990025
"SOS","HC","Mid",0,0,-0.000369336050982434,0.534252440769984,-0.0023062764903867,0.0621989823310367,0.0289860698675371,-0.00214041855054147,,,,0,-0.748666716538121,0.214044939717154,0,0.000306816381988847,,,0,,,,0,0,-0.00284912280701754,0.11429824561403,-0.0476900584795322,"Riverine","Mesotidal","Mesohaline",0.97,1.41,43.292522,"West Coast","NA15",1.95,6,-7,3.75,0.05,84.74,2.29,0.73,,2.32,-1.35,0.268292682926829,0.731707317073171,0,73.780487804878,2.16523937195122,84.7333333333333,2.20856405
"SOS","HC","Low",0.047347528575576,0.047347528575576,-0.0482110845252349,2.98350650892077,0.00047347528575576,-0.165070586789751,0.0157675506170414,0,,,,0,-3.03171759344601,0,0,0,,,0,,,,0,0,-0.00284912280701754,0.11429824561403,-0.0476900584795322,"Riverine","Mesotidal","Mesohaline",0.97,1.41,43.292522,"West Coast","NA15",1.95,6,-7,3.75,0.05,84.74,2.29,0.73,,2.32,-1.35,0.268292682926829,0.731707317073171,0,73.780487804878,2.16523937195122,43.9090909090909,2.04708115909091
"SOS","VM","Mid",0.035660288639726,0.0598552297859858,-0.0362737968559858,-0.0104796758725384,0.00288239950338436,0.00805753516620902,0.0193038267583585,-0.000107068865946661,,,,0,-0.0443990627107442,0.00766289997221128,0,0,,,0.00305554253599427,,,,-0.0241949411462598,0.0078864992190925,-0.00284912280701754,0.11429824561403,-0.0476900584795322,"Riverine","Mesotidal","Polyhaline",0.97,1.41,43.310851,"West Coast","NA15",1.95,6,-7,3.75,0.05,84.74,2.29,0.73,,2.96,-1.99,0.6,0.4,0,5.45,2.1203776125,6.625,2.29129690625
"SOS","VM","Low",0.85699823366605,0.85699823366605,-0.857172267219717,-0.424026850574755,0.00856993170726166,0.0298263115601987,0.0297102440659721,5.30861775697819e-17,,,,0,-0.626591731403403,0,0,0,,,0,,,,0,0.193446314758441,-0.00284912280701754,0.11429824561403,-0.0476900584795322,"Riverine","Mesotidal","Polyhaline",0.97,1.41,43.310851,"West Coast","NA15",1.95,6,-7,3.75,0.05,84.74,2.29,0.73,,2.96,-1.99,0.6,0.4,0,5.45,2.1203776125,4.66666666666667,2.00643141666667
"SOS","VI","Low",0.027782713535381,0.027782713535381,-0.0281656173794223,1.05316730341032,0.00027782713535381,0.0181648580424009,0.0249847769346579,-2.24922384593833e-05,,,,0,-1.08358214463568,0,0,0,,,0.00224922384593809,,,,0,0,-0.00284912280701754,0.11429824561403,-0.0476900584795322,"Riverine","Mesotidal","Polyhaline",0.97,1.41,43.309601,"West Coast","NA15",1.95,6,-7,3.75,0.05,84.74,2.29,0.73,,1.49,-0.52,0.9,0.1,0,15.325,2.0016667,14.5277777777778,2.00055938888889
"SOS","VI","Mid",0,0,0.00135832379751994,0.753033407207922,0,-0.221317652168928,-0.0123532904212968,0,,,,0,-0.751675083410402,0,0,0,,,0,,,,0,0,-0.00284912280701754,0.11429824561403,-0.0476900584795322,"Riverine","Mesotidal","Polyhaline",0.97,1.41,43.309601,"West Coast","NA15",1.95,6,-7,3.75,0.05,84.74,2.29,0.73,,1.49,-0.52,0.9,0.1,0,15.325,2.0016667,22.5,2.0116325
"SOS","MI","Low",0.390630018706355,0.390630018706355,-0.391100268792168,2.19462483162771,0.0039064374196183,0.144364340138737,0.0253570640426171,-2.67731071712738e-05,,,,0,-2.62839501022726,0,0,0,,,0.0026770429860555,,,,0,0.0399928668213252,-0.00284912280701754,0.11429824561403,-0.0476900584795322,"Bay Front","Mesotidal","Polyhaline",0.97,1.41,43.335221,"West Coast","NA15",1.95,6,-7,3.75,0.05,84.74,2.29,0.73,,1.82,-0.85,1,0,0,0,1.9995089047619,0,1.9995089047619
"SOS","WM","Up",0.053012975474958,0.053012975474958,-0.0524332232184402,0.0671317371108867,-0.0319578657850563,0.0476470794457696,0.0124930727794467,-0.0317778344438573,,,,0,-3.2627365022243,3.13674338163967,0,0.185566995519239,,,0.00642816025530608,,,,0,0,-0.00284912280701754,0.11429824561403,-0.0476900584795322,"Riverine","Mesotidal","Fresh",0.97,1.41,43.268985,"West Coast","NA15",1.95,6,-7,3.75,0.05,84.74,2.29,0.73,,11.06,-10.09,0,0,1,24.9,2.445024525,24.9,2.445024525
"TJR","McCoy North","Mid",0.186112409294328,,-0.185960954624032,-0.185203982063559,0,-0.0121165151724566,-0.0181820733901775,0.00010813893721055,,,,-0.808041234293794,,,0,,,0.994153643588122,-0.000756972560473855,,-0.256105287425654,,,,-0.00366666666666663,0.127017543859646,0.00590058479532156,"Back barrier","Mesotidal","Polyhaline",2.71,5.19,32.570532,"West Coast","NA31",3.46,5,-3,0.8,0.68,64.19,1.63,0.24,,,,0,0.8,0.2,50.2,2.085,57.5,1.9959
"TJR","McCoy North","Up",-2.54749119847026,,2.54749119847026,2.7103534753324,0,0.175764844688849,0.00883473516365748,0.208852550969277,,,,1.21159489776125,,,-0.16286227686214,,,-3.75908609623151,0,,0,,,,-0.00366666666666663,0.127017543859646,0.00590058479532156,"Back barrier","Mesotidal","Polyhaline",2.71,5.19,32.570532,"West Coast","NA31",3.46,5,-3,0.8,0.68,64.19,1.63,0.24,,,,0,0.8,0.2,50.2,2.085,21,2.4414
"TJR","McCoy South","Up",2.56304416379132,,-2.56304417008238,-0.424219282372911,0,-0.146135215316339,-0.0257659580659913,0.00256224105825921,,,,-2.17257504698405,,,-1.59410298215081,,,4.73561921077537,-0.544721905558657,,0,,,,-0.00366666666666663,0.127017543859646,0.00590058479532156,"Back barrier","Mesotidal","Polyhaline",2.71,5.19,32.567451,"West Coast","NA31",3.46,5,-3,0.8,0.68,64.19,1.63,0.24,,,,0.25,0.375,0.375,51.3333333333333,2.0725125,58.3333333333333,2.6485
"TJR","McCoy South","Mid",0.83096018756722,,-0.830939981186346,-0.654210875105695,-0.00345798458322342,-0.101687783007029,-0.0252874122050978,-0.00809185077341547,,,,-0.407915447116016,,,0.102819435790445,,,1.23887563468324,-0.279548541871097,,-1.10249299146888,,,,-0.00366666666666663,0.127017543859646,0.00590058479532156,"Back barrier","Mesotidal","Polyhaline",2.71,5.19,32.567451,"West Coast","NA31",3.46,5,-3,0.8,0.68,64.19,1.63,0.24,,,,0.25,0.375,0.375,51.3333333333333,2.0725125,50.8888888888889,1.97795555555556
"TJR","McCoy South","Low",1.26932194379809,,-1.26922093155328,-1.26922093155328,0.010029686059546,-0.0222208065422761,0.00194978768934751,0,,,,1.00301405969541,,,0,,,0.266307884102681,0,,-0.323905918652834,,,,-0.00366666666666663,0.127017543859646,0.00590058479532156,"Back barrier","Mesotidal","Polyhaline",2.71,5.19,32.567451,"West Coast","NA31",3.46,5,-3,0.8,0.68,64.19,1.63,0.24,,,,0.25,0.375,0.375,51.3333333333333,2.0725125,41.5,1.35036666666667
"TJR","South Beach","Mid",0.371486526344545,,-0.371355215537772,-0.634572200381405,-0.0036948540399554,-0.0127971648497222,-0.00264107281036531,0.00544040831720874,,,,-2.46989066793674,,,0.25932702744695,,,2.84137719428129,0.00388995739668444,,-0.369491127904788,,,,-0.00366666666666663,0.127017543859646,0.00590058479532156,"Back barrier","Mesotidal","Polyhaline",2.71,5.19,32.547729,"West Coast","NA31",3.46,3,-1,0.3,0.43,19.47,1.63,0.03,,,,0,0.857142857142857,0.142857142857143,66.2619047619048,2.09842857142857,66.5833333333333,2.17547777777778
"TJR","South Beach","Up",0.460543646495726,,-0.460543646495726,-0.460543646495726,0,-0.00808381055908576,0.00831049184141145,0,,,,0.460543646495726,,,0,,,0,0,,-1.91428440392881,,,,-0.00366666666666663,0.127017543859646,0.00590058479532156,"Back barrier","Mesotidal","Polyhaline",2.71,5.19,32.547729,"West Coast","NA31",3.46,3,-1,0.3,0.43,19.47,1.63,0.03,,,,0,0.857142857142857,0.142857142857143,66.2619047619048,2.09842857142857,64.3333333333333,1.63613333333333
