"","Reserve","SiteID","TransectID","PlotID","Vegetation_Zone","Region","Geomorphology","tidal_range","salinity","abiotic_cover_change","live_cover_change","halophyte_change","freshwater_change","EIR_change","invasive_cover_change","Richness_change","SWdiv_change","salt_ratio_change"
"397","GND","juro mid","3","5","Mid","Gulf Coast","Riverine","Microtidal","Mesohaline",6.5,-6.5,0,0,0.06,0,0.6,0.14,0
"398","GND","juro mid","3","6","Mid","Gulf Coast","Riverine","Microtidal","Mesohaline",6.2,-6.2,0,0,0.06,0,0.2,0.08,0
"399","GND","juro mid","3","7","Mid","Gulf Coast","Riverine","Microtidal","Mesohaline",6,-6,0,0,0.06,0,0,0,0
"400","GND","juro mid","3","8","Mid","Gulf Coast","Riverine","Microtidal","Mesohaline",5,-5,0,0,0.05,0,0.4,0.1,0
"401","GND","juro mid","3","9","Mid","Gulf Coast","Riverine","Microtidal","Mesohaline",6.5,-6.5,0,0,0.07,0,0,0.03,0
"402","GND","spalt","1","1","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",5,-5,0,0,0.05,0,0,0.06,0.06
"403","GND","spalt","1","2","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",-3,3,0,0,-0.03,0,0,-0.02,-0.01
"404","GND","spalt","1","3","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",0,0,0,0,0,0,0,0,0
"405","GND","spalt","1","4","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",3,-3,0,0,0.03,0,0,0.01,-0.01
"406","GND","spalt","1","5","Mid","Gulf Coast","Bay Front","Microtidal","Polyhaline",9.5,-9.5,0,0,0.1,0,0.2,0.04,-0.01
"407","GND","spalt","1","6","Mid","Gulf Coast","Bay Front","Microtidal","Polyhaline",7,-7,0,0,0.07,0,0,0,0
"408","GND","spalt","1","7","Mid","Gulf Coast","Bay Front","Microtidal","Polyhaline",11,-11,0,0,0.11,0,0,0,0
"409","GND","spalt","1","8","Mid","Gulf Coast","Bay Front","Microtidal","Polyhaline",10,-10,0,0,0.12,0,0.2,0.11,-0.05
"410","GND","spalt","1","9","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",-2,2,0,0,-0.02,0,0,0,0
"411","GND","spalt","2","1","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",6,-6,0,0,0.06,0,0,0.05,0.02
"412","GND","spalt","2","2","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",8,-8,0,0,0.08,0,0,0.06,0.07
"413","GND","spalt","2","3","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",5,-5,0,0,0.05,0,0,0.01,0.02
"414","GND","spalt","2","4","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",2,-2,0,0,0.02,0,0,0,0
"415","GND","spalt","2","5","Mid","Gulf Coast","Bay Front","Microtidal","Polyhaline",6,-6,0,0,0.07,0,0.2,0.09,-0.03
"416","GND","spalt","2","6","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",7,-7,0,0,0.07,0,0,0,0
"417","GND","spalt","2","7","Mid","Gulf Coast","Bay Front","Microtidal","Polyhaline",10,-10,0,0,0.12,0,0.2,0.13,-0.07
"418","GND","spalt","2","8","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",9,-9,0,0,0.09,0,0,0,0
"419","GND","spalt","2","9","Mid","Gulf Coast","Bay Front","Microtidal","Polyhaline",5,-5,0,0,-0.01,0,0,0.03,0.05
"420","GND","spalt","3","1","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",7,-7,0,0,0.07,0,0.2,0.12,0.06
"421","GND","spalt","3","2","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",3.5,-3.5,0,0,0.03,0,0.2,0.04,0.01
"422","GND","spalt","3","3","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",5,-5,0,0,0.05,0,0,0,0
"423","GND","spalt","3","4","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",6,-6,0,0,0.06,0,0,0,0
"424","GND","spalt","3","5","Mid","Gulf Coast","Bay Front","Microtidal","Polyhaline",9,-9,0,0,0.1,0,0,0,-0.2
"425","GND","spalt","3","6","Mid","Gulf Coast","Bay Front","Microtidal","Polyhaline",11,-11,0,0,0.12,0,0.2,0.08,-0.03
"426","GND","spalt","3","7","Mid","Gulf Coast","Bay Front","Microtidal","Polyhaline",4.5,-4.5,0,0,0.04,0,0,-0.01,0
"427","GND","spalt","3","8","Mid","Gulf Coast","Bay Front","Microtidal","Polyhaline",3.5,-3.5,0,0,-0.06,0,0,-0.08,0.13
"428","GND","spalt","3","9","Low","Gulf Coast","Bay Front","Microtidal","Polyhaline",1,-1,0,0,0.01,0,0,-0.03,0.02
"429","GRB","BC","1","1","Low","Northeast","Riverine","Mesotidal","Polyhaline",-2.33,2.33,2.33,0,-0.02,0,0,0,0
"430","GRB","BC","1","2","Low","Northeast","Riverine","Mesotidal","Polyhaline",4.58,-4.58,-4.58,0,0.05,0,0,0,0
"431","GRB","BC","1","3","Low","Northeast","Riverine","Mesotidal","Polyhaline",2.92,-2.92,-2.08,0,0.04,0,-0.17,-0.05,NA
"432","GRB","BC","1","4","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-0.75,0.75,0.75,0,0.01,0,0,0,0
"433","GRB","BC","1","5","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-1.67,1.67,1.67,0,0.04,0,-0.17,-0.02,0
"434","GRB","BC","1","6","Up","Northeast","Riverine","Mesotidal","Polyhaline",-0.33,0.33,-0.58,0.33,-0.01,0,0.17,0.02,-0.01
"435","GRB","BC","2","1","Low","Northeast","Riverine","Mesotidal","Polyhaline",2.75,-2.75,-2.75,0,0.03,0,0,0,0
"436","GRB","BC","2","2","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-0.33,0.33,0.33,0,0.03,0,0.17,-0.04,0
"437","GRB","BC","2","3","Mid","Northeast","Riverine","Mesotidal","Polyhaline",0.58,-0.58,-0.58,0,0.05,0,0.17,0.02,0
"438","GRB","BC","2","4","Up","Northeast","Riverine","Mesotidal","Polyhaline",5.75,-5.75,-3.42,-0.67,0.01,-0.25,-0.92,-0.1,-0.04
"439","GRB","BC","3","1","Low","Northeast","Riverine","Mesotidal","Polyhaline",0,0,0,0,0,0,0,0,0
"440","GRB","BC","3","2","Low","Northeast","Riverine","Mesotidal","Polyhaline",-0.83,0.83,0.83,0,-0.01,0,0,0,0
"441","GRB","BC","3","3","Low","Northeast","Riverine","Mesotidal","Polyhaline",-2.08,2.08,2.08,0,-0.02,0,0,0,0
"442","GRB","BC","3","4","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-0.58,0.58,0.58,0,0,0,-0.08,-0.03,0
"443","GRB","BC","3","5","Mid","Northeast","Riverine","Mesotidal","Polyhaline",1.55,-1.55,-1.55,0,0.05,0,-0.17,-0.07,0
"444","GRB","BC","3","6","Up","Northeast","Riverine","Mesotidal","Polyhaline",-1.5,1.5,2.25,0.17,0.02,0,-0.42,-0.12,0.01
"445","GRB","BC","4","1","Low","Northeast","Riverine","Mesotidal","Polyhaline",0.42,-0.42,-0.42,0,0.01,0,0,0,0
"446","GRB","BC","4","2","Low","Northeast","Riverine","Mesotidal","Polyhaline",0.64,-0.64,-0.64,0,0.01,0,0,0,0
"447","GRB","BC","4","3","Low","Northeast","Riverine","Mesotidal","Polyhaline",-1.67,1.67,1.67,0,-0.02,0,0,0,0
"448","GRB","BC","4","4","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-1.25,1.25,1.25,0,-0.01,0,0,0,0
"449","GRB","BC","4","5","Mid","Northeast","Riverine","Mesotidal","Polyhaline",0.25,-0.25,-0.25,0,-0.02,0,0,0,0
"450","GRB","BC","4","6","Up","Northeast","Riverine","Mesotidal","Polyhaline",-0.3,0.3,0.76,-0.17,0.06,-0.17,-0.33,-0.1,0.04
"451","GRB","BC","5","1","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-0.25,0.25,0.25,0,0.01,0,0,0.01,0
"452","GRB","BC","5","2","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-0.5,0.5,0.5,0,0,0,0.08,-0.01,0
"453","GRB","BC","5","3","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-0.33,0.33,0.42,0,0,0,-0.08,-0.01,0
"454","GRB","BC","5","4","Mid","Northeast","Riverine","Mesotidal","Polyhaline",2.75,-2.75,1.25,-0.17,0.04,0,-0.33,-0.01,0
"455","GRB","BC","5","5","Up","Northeast","Riverine","Mesotidal","Polyhaline",1.5,-1.5,0,-4.17,0.04,0,0.08,0.09,0.03
"456","GRB","BC","6","1","Mid","Northeast","Riverine","Mesotidal","Polyhaline",0,0,0.42,0,0,0,-0.25,-0.06,0
"457","GRB","BC","6","2","Mid","Northeast","Riverine","Mesotidal","Polyhaline",2.5,-2.5,0,0,0.01,0,0,0,0
"458","GRB","BC","6","3","Up","Northeast","Riverine","Mesotidal","Polyhaline",0.83,-0.83,3.75,-4.42,0.04,0,-0.42,-0.02,0.07
"459","GRB","GBF","1","1","Low","Northeast","Riverine","Mesotidal","Polyhaline",0.04,-0.04,0,-0.04,0,0,-0.08,0,0
"460","GRB","GBF","1","2","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-1.42,1.42,1.42,0,0.01,0,-0.08,-0.04,0
"461","GRB","GBF","1","3","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-0.25,0.25,0.25,0,0.03,0,-0.08,-0.04,0
"462","GRB","GBF","1","4","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-0.25,0.25,0.25,0,0.01,0,0.17,0.04,0
"463","GRB","GBF","1","5","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-1.21,1.21,1.21,0,0,0,0.08,0.06,0
"464","GRB","GBF","1","6","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-1.17,1.17,1,0,0,0,0,-0.03,0
"465","GRB","GBF","1","7","Up","Northeast","Riverine","Mesotidal","Polyhaline",-2.25,2.25,0,-1.42,0.02,0,0,-0.04,0
"466","GRB","GBF","2","1","Low","Northeast","Riverine","Mesotidal","Polyhaline",2.5,-2.5,-2.5,0,0.02,0,0,0,0
"467","GRB","GBF","2","2","Mid","Northeast","Riverine","Mesotidal","Polyhaline",1.25,-1.25,-1.25,0,0,0,0,-0.01,0
"468","GRB","GBF","2","3","Mid","Northeast","Riverine","Mesotidal","Polyhaline",0.58,-0.59,-0.54,-0.04,0.04,0,-0.25,-0.04,0
"469","GRB","GBF","2","4","Mid","Northeast","Riverine","Mesotidal","Polyhaline",0.29,-0.29,-0.29,0,0,0,0,-0.04,0
"470","GRB","GBF","2","5","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-0.75,0.75,0.75,0,0.03,0,0.08,0.03,0
"471","GRB","GBF","2","6","Up","Northeast","Riverine","Mesotidal","Polyhaline",0.83,-0.83,0,-0.83,-0.02,0,0,0,0
"472","GRB","GBF","3","1","Low","Northeast","Riverine","Mesotidal","Polyhaline",6.5,-6.5,-6.46,-0.04,0.06,0,-0.08,0,0
"473","GRB","GBF","3","2","Mid","Northeast","Riverine","Mesotidal","Polyhaline",1.33,-1.33,-1.33,0,0.01,0,-0.17,-0.03,0
"474","GRB","GBF","3","3","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-2.67,2.67,2.67,0,0.01,0,-0.25,-0.05,0
"475","GRB","GBF","3","4","Mid","Northeast","Riverine","Mesotidal","Polyhaline",0.08,-0.08,-0.08,0,0,0,0.17,-0.03,0
"476","GRB","GBF","3","5","Mid","Northeast","Riverine","Mesotidal","Polyhaline",0.17,-0.17,-0.17,0,0,0,0.08,0.04,0
"477","GRB","GBF","3","6","Up","Northeast","Riverine","Mesotidal","Polyhaline",-3.17,3.17,0.42,0,-0.03,0,0.08,0.05,0.01
"478","GRB","GBF","4","1","Low","Northeast","Riverine","Mesotidal","Polyhaline",4.29,-4.29,-4.25,-0.04,0.04,0,-0.42,-0.09,NA
"479","GRB","GBF","4","2","Mid","Northeast","Riverine","Mesotidal","Polyhaline",1.84,-1.84,-1.8,-0.04,0.03,0,-0.42,-0.1,0
"480","GRB","GBF","4","3","Mid","Northeast","Riverine","Mesotidal","Polyhaline",2.5,-2.5,-2.5,0,0.03,0,-0.25,-0.11,0
"481","GRB","GBF","4","4","Mid","Northeast","Riverine","Mesotidal","Polyhaline",0.08,-0.08,-0.08,0,0.03,0,0.17,0.01,0
"482","GRB","GBF","4","5","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-1.33,1.33,1.33,0,-0.01,0,-0.17,-0.02,0
"483","GRB","GBF","4","6","Up","Northeast","Riverine","Mesotidal","Polyhaline",3,-3,0,-2.5,0,0,0,0,0
"484","GRB","GBF","5","0","Low","Northeast","Riverine","Mesotidal","Polyhaline",0,0,0,0,0,0,0,0,0
"485","GRB","GBF","5","1","Low","Northeast","Riverine","Mesotidal","Polyhaline",25,-25,-25,0,0.3,0,-1,0,NA
"486","GRB","GBF","5","2","Mid","Northeast","Riverine","Mesotidal","Polyhaline",0,0,0,0,0.06,0,-0.17,-0.08,0
"487","GRB","GBF","5","3","Mid","Northeast","Riverine","Mesotidal","Polyhaline",6.92,-6.92,-6.92,0,0.08,0,-0.17,-0.08,0
"488","GRB","GBF","5","4","Mid","Northeast","Riverine","Mesotidal","Polyhaline",1.17,-1.17,-1.17,0,0,0,-0.17,0.05,0
"489","GRB","GBF","5","5","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-2.08,2.08,2.08,0,0,0,0.17,0.01,0
"490","GRB","GBF","5","6","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-2.46,2.46,2.46,0,0,0,0.08,0.04,0
"491","GRB","GBF","5","7","Mid","Northeast","Riverine","Mesotidal","Polyhaline",0,0,0,0,0.05,0,0,0,NA
"492","GRB","GBF","5","8","Up","Northeast","Riverine","Mesotidal","Polyhaline",-3.71,3.71,-0.33,0,0.04,0,-0.08,-0.05,-0.03
"493","GRB","GBF","6","1","Low","Northeast","Riverine","Mesotidal","Polyhaline",-2.83,2.83,3.71,-0.04,-0.02,0,-0.25,-0.05,0.02
"494","GRB","GBF","6","2","Mid","Northeast","Riverine","Mesotidal","Polyhaline",0.58,-0.58,-0.33,0,-0.01,0,-0.33,-0.06,0
"495","GRB","GBF","6","3","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-1.25,1.25,1.42,-0.17,-0.02,-0.17,-0.25,-0.06,0
"496","GRB","GBF","6","4","Mid","Northeast","Riverine","Mesotidal","Polyhaline",-0.08,0.08,0.08,0,0,0,0.08,0.02,0
"497","GRB","GBF","6","5","Mid","Northeast","Riverine","Mesotidal","Polyhaline",0.75,-0.75,-0.5,0,0,0,0,0.01,0
"498","GRB","GBF","6","6","Up","Northeast","Riverine","Mesotidal","Polyhaline",2.92,-2.92,0,-2.08,0.01,0,-0.17,-0.08,0.05
"499","GRB","SP","1","1","Low","Northeast","Bay Front","Mesotidal","Polyhaline",1.38,-1.38,-1.38,0,0.01,0,0,-0.01,0
"500","GRB","SP","1","2","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-0.04,0.04,0.04,0,-0.01,0,0,0.02,0
"501","GRB","SP","1","3","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-4.21,4.21,4.21,0,0.02,0,0.17,0.06,0
"502","GRB","SP","1","4","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",5.42,-5.42,-5.25,0,0,0,0,0.01,0
"503","GRB","SP","1","5","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",0.91,-0.91,2.99,0,0.01,-7.75,0.58,0.09,-0.01
"504","GRB","SP","1","6","Up","Northeast","Bay Front","Mesotidal","Polyhaline",1.12,-1.12,0,-4.12,0.01,0,0.38,0.09,0.03
"505","GRB","SP","2","1","Low","Northeast","Bay Front","Mesotidal","Polyhaline",-0.83,0.83,-0.25,0,0.01,0,0.08,0.05,0
"506","GRB","SP","2","2","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-5.17,5.17,5.17,0,0.04,0,0.25,0.03,0
"507","GRB","SP","2","3","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-5.25,5.25,5.25,0,0.01,0,0.08,0.04,0
"508","GRB","SP","2","4","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-8.25,8.25,8.25,0,0.04,0,0.08,0.01,0
"509","GRB","SP","2","5","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",1.81,-1.81,-0.97,0,0.02,0,0.08,0.02,0
"510","GRB","SP","2","6","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-0.17,0.17,-4.67,-0.08,0,2.75,-0.17,-0.02,0
"511","GRB","SP","2","7","Up","Northeast","Bay Front","Mesotidal","Polyhaline",-2,2,0.5,-0.67,0.02,-1,0,-0.03,0.02
"512","GRB","SP","3","1","Low","Northeast","Bay Front","Mesotidal","Polyhaline",2.83,-2.83,-3.33,0,0.07,0,0,-0.01,0
"513","GRB","SP","3","2","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-1.08,1.08,1.08,0,0.06,0,-0.08,-0.06,0
"514","GRB","SP","3","3","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-4.14,4.14,4.14,0,0.04,0,0.08,0.01,0
"515","GRB","SP","3","4","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-7.17,7.17,7.17,0,0.03,0,0.25,0.05,0
"516","GRB","SP","3","5","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",5.33,-5.33,-5.08,0,0.01,0,-0.25,0,0
"517","GRB","SP","3","6","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-1.75,1.75,-3.04,0.33,0,2.75,-0.08,0,-0.01
"518","GRB","SP","3","7","Up","Northeast","Bay Front","Mesotidal","Polyhaline",0.55,-0.55,0.64,-2,0,0.27,-0.27,-0.05,0.03
"519","GRB","SP","4","1","Low","Northeast","Bay Front","Mesotidal","Polyhaline",6.33,-6.33,-6.58,0,0.06,0,0.08,0.04,0
"520","GRB","SP","4","2","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-0.58,0.58,0.58,0,0.02,0,-0.25,-0.06,0
"521","GRB","SP","4","3","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-0.17,0.17,0.17,0,0.06,0,-0.17,-0.07,0
"522","GRB","SP","4","4","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",1.58,-1.58,-1.58,0,0.07,0,0.08,-0.01,0
"523","GRB","SP","4","5","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-0.17,0.17,0.38,-0.17,0,0,-0.25,-0.04,0
"524","GRB","SP","4","6","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-0.58,0.58,0.58,0,0,0,0.17,0.02,0
"525","GRB","SP","4","7","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-1.87,1.87,1.7,0,-0.01,0,-0.08,0.01,0
"526","GRB","SP","4","8","Up","Northeast","Bay Front","Mesotidal","Polyhaline",0.01,-0.01,-0.21,-0.42,0.01,0,-0.17,-0.05,0.01
"527","GRB","SP","5","1","Low","Northeast","Bay Front","Mesotidal","Polyhaline",2.17,-2.17,-4,0,0.04,0,0,-0.01,0
"528","GRB","SP","5","2","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-5.79,5.79,5.79,0,0.07,0,0.17,0,0
"529","GRB","SP","5","3","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-5.58,5.58,5.58,0,0.02,0,0.17,0.02,0
"530","GRB","SP","5","4","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",0,0,0.17,0,0.02,0,-0.17,0.02,0
"531","GRB","SP","5","5","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-0.08,0.08,0.12,0,0,0,-0.25,-0.01,0
"532","GRB","SP","5","6","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-0.33,0.34,1.84,0,0,0,-0.17,-0.05,0
"533","GRB","SP","5","7","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-3.92,3.92,0.29,0,0.04,0,0,-0.02,0
"534","GRB","SP","5","8","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",2.67,-2.67,-2,0.08,0,0,0,-0.02,0
"535","GRB","SP","5","9","Up","Northeast","Bay Front","Mesotidal","Polyhaline",-1.25,1.25,0.67,-2.54,0.05,-1.42,-0.58,-0.03,0.06
"536","GRB","SP","6","1","Low","Northeast","Bay Front","Mesotidal","Polyhaline",4.92,-4.92,-5,0,0.04,0,0.08,0.03,0
"537","GRB","SP","6","2","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-0.58,0.58,0.58,0,-0.01,0,0,0,0
"538","GRB","SP","6","3","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-1.17,1.17,1.17,0,0.01,0,0,-0.01,0
"539","GRB","SP","6","4","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-0.92,0.92,0.92,0,0,0,0,0,0
"540","GRB","SP","6","5","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-0.79,0.79,0.83,-0.04,-0.03,0,-0.08,0.01,0
"541","GRB","SP","6","6","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",1,-1,-1,0,0,0,0,-0.06,0
"542","GRB","SP","6","7","Mid","Northeast","Bay Front","Mesotidal","Polyhaline",-0.12,0.12,-1.42,-0.33,0,-0.17,-0.17,-0.05,-0.01
"543","GRB","SP","6","8","Up","Northeast","Bay Front","Mesotidal","Polyhaline",-1.57,1.57,-0.17,0.78,0.02,2,-0.08,0.05,0
"544","GTM","0","A","1","Low","Southeast","Back Barrier","Microtidal","Oligohaline",2.5,-2.5,-2.5,0,0.02,0,-0.12,0,NA
"545","GTM","0","A","2","Low","Southeast","Back Barrier","Microtidal","Oligohaline",-1.25,1.25,1.25,0,-0.01,0,0,0,0
"546","GTM","0","A","3","Low","Southeast","Back Barrier","Microtidal","Oligohaline",1.25,-1.25,-1.25,0,0.01,0,0,0,0
"547","GTM","0","A","4","Low","Southeast","Back Barrier","Microtidal","Oligohaline",-1.25,1.25,1.25,0,-0.01,0,0,0,0
"548","GTM","0","A","5","Low","Southeast","Back Barrier","Microtidal","Oligohaline",0,0,0,0,0,0,0,0,0
"549","GTM","0","B","1","Low","Southeast","Back Barrier","Microtidal","Oligohaline",5,-5,-5,0,0.05,0,-0.12,0,NA
"550","GTM","0","B","2","Low","Southeast","Back Barrier","Microtidal","Oligohaline",1.25,-1.25,-1.25,0,0.01,0,0,0,0
"551","GTM","0","B","3","Low","Southeast","Back Barrier","Microtidal","Oligohaline",-0.62,0.62,0.62,0,-0.01,0,0,0,0
"552","GTM","0","B","4","Low","Southeast","Back Barrier","Microtidal","Oligohaline",0.62,-0.62,-0.62,0,0.01,0,0,0,0
"553","GTM","0","B","5","Low","Southeast","Back Barrier","Microtidal","Oligohaline",-2.5,2.5,2.5,0,-0.03,0,0,0,0
"554","GTM","0","C","1","Low","Southeast","Back Barrier","Microtidal","Oligohaline",6.25,-6.25,-6.25,0,0.06,0,-0.12,0,NA
"555","GTM","0","C","2","Low","Southeast","Back Barrier","Microtidal","Oligohaline",0.62,-0.62,-0.62,0,0.01,0,0,0,0
"556","GTM","0","C","3","Low","Southeast","Back Barrier","Microtidal","Oligohaline",0,0,0,0,0,0,0.12,0.06,0
"557","GTM","0","C","4","Low","Southeast","Back Barrier","Microtidal","Oligohaline",-0.62,0.62,0.62,0,-0.01,0,0,0,0
"558","GTM","0","C","5","Low","Southeast","Back Barrier","Microtidal","Oligohaline",0,0,0,0,0,0,0,0,0
"559","GTM","1","A","1","Low","Southeast","Riverine","Microtidal","Oligohaline",6.12,-6.12,-6.12,0,0.06,0,-0.12,-0.04,0
"560","GTM","1","A","2","Low","Southeast","Riverine","Microtidal","Oligohaline",1.25,-1.25,-1.25,0,0.01,0,0,0.03,0
"561","GTM","1","A","3","Low","Southeast","Riverine","Microtidal","Oligohaline",1.75,-1.75,-1.75,0,0.02,0,0.25,0.09,0
"562","GTM","1","A","4","Low","Southeast","Riverine","Microtidal","Oligohaline",-4.62,4.62,4.62,0,-0.05,0,0.25,-0.02,0
"563","GTM","1","A","5","Low","Southeast","Riverine","Microtidal","Oligohaline",4.25,-4.25,-4.25,0,0.04,0,0.25,0.06,0
"564","GTM","1","B","1","Low","Southeast","Riverine","Microtidal","Oligohaline",6.25,-6.25,-6.25,0,0.06,0,-0.38,-0.13,NA
"565","GTM","1","B","2","Low","Southeast","Riverine","Microtidal","Oligohaline",4.5,-4.5,-4.5,0,0.04,0,-0.12,0,0
"566","GTM","1","B","3","Low","Southeast","Riverine","Microtidal","Oligohaline",-1.25,1.25,1.25,0,-0.01,0,0.25,0.08,0
"567","GTM","1","B","4","Low","Southeast","Riverine","Microtidal","Oligohaline",-0.62,0.62,0.62,0,-0.01,0,0.25,0.09,0
"568","GTM","1","B","5","Low","Southeast","Riverine","Microtidal","Oligohaline",0.5,-0.5,-0.5,0,0,0,0.25,0.08,0
"569","GTM","1","C","1","Low","Southeast","Riverine","Microtidal","Oligohaline",4.38,-4.38,-4.38,0,0.04,0,-0.25,-0.09,NA
"570","GTM","1","C","2","Low","Southeast","Riverine","Microtidal","Oligohaline",-1.25,1.25,1.25,0,-0.01,0,0.25,0.13,0
"571","GTM","1","C","3","Low","Southeast","Riverine","Microtidal","Oligohaline",-2.62,2.62,2.62,0,-0.03,0,0.25,0.07,0
"572","GTM","1","C","4","Low","Southeast","Riverine","Microtidal","Oligohaline",-5.5,5.5,5.5,0,-0.06,0,0.12,0.05,0
"573","GTM","1","C","5","Low","Southeast","Riverine","Microtidal","Oligohaline",-4.25,4.25,4.25,0,-0.04,0,0.12,0.12,0
"574","GTM","22","A","1","Low","Southeast","Riverine","Microtidal","Oligohaline",5,-5,-5,0,0.05,0,-0.12,0,NA
"575","GTM","22","A","2","Low","Southeast","Riverine","Microtidal","Oligohaline",5.62,-5.62,-5.62,0,0.06,0,0.12,0.08,0
"576","GTM","22","A","3","Low","Southeast","Riverine","Microtidal","Oligohaline",-4.38,4.38,4.38,0,-0.04,0,0.12,0.09,0
"577","GTM","22","A","4","Low","Southeast","Riverine","Microtidal","Oligohaline",-3.12,3.12,3.12,0,-0.03,0,0.12,0.05,0
"578","GTM","22","A","5","Low","Southeast","Riverine","Microtidal","Oligohaline",-1.25,1.25,1.25,0,-0.01,0,-0.12,-0.09,0
"579","GTM","22","B","1","Low","Southeast","Riverine","Microtidal","Oligohaline",2.5,-2.5,-2.5,0,0.02,0,-0.12,0,NA
"580","GTM","22","B","2","Low","Southeast","Riverine","Microtidal","Oligohaline",7,-7,-7,0,0.07,0,-0.25,-0.01,NA
"581","GTM","22","B","3","Low","Southeast","Riverine","Microtidal","Oligohaline",5,-5,-5,0,0.05,0,0,0,0
"582","GTM","22","B","4","Low","Southeast","Riverine","Microtidal","Oligohaline",3.12,-3.12,-3.12,0,0.03,0,0.12,0.08,0
"583","GTM","22","B","5","Low","Southeast","Riverine","Microtidal","Oligohaline",3.12,-3.12,-3.12,0,0.03,0,0.12,0.09,0
"584","GTM","22","C","1","Low","Southeast","Riverine","Microtidal","Oligohaline",1.25,-1.25,-1.25,0,0.01,0,0,0,0
"585","GTM","22","C","2","Low","Southeast","Riverine","Microtidal","Oligohaline",-1.25,1.25,1.25,0,-0.01,0,0,0,0
"586","GTM","22","C","3","Low","Southeast","Riverine","Microtidal","Oligohaline",2.5,-2.5,-2.5,0,0.02,0,0,0,0
"587","GTM","22","C","4","Low","Southeast","Riverine","Microtidal","Oligohaline",1.25,-1.25,-1.25,0,0.01,0,0,0,0
"588","GTM","22","C","5","Low","Southeast","Riverine","Microtidal","Oligohaline",-2.5,2.5,2.5,0,-0.02,0,0.12,0.06,0
