"","Reserve","SiteID","TransectID","PlotID","Vegetation_Zone","Year","abiotic_cover","live_cover","halophyte","freshwater","EIR","invasive_cover","Richness","SWdiv","salt_ratio","Region","Geomorphology","tidal_range","salinity"
"3026","GRB","GBF","5","2","Mid",2017,35,65,65,0,1,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3027","GRB","GBF","5","3","Mid",2017,76,24,24,0,0.99,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3028","GRB","GBF","5","4","Mid",2017,3,97,97,0,0,0,3,0.677249818,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3029","GRB","GBF","5","5","Mid",2017,1.99,98.01,98.01,0,0,0,2,0.032015415,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3030","GRB","GBF","5","6","Mid",2017,2.97,97.03,97.03,0,0,0,2,0.056932413,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3031","GRB","GBF","5","7","Mid",2017,100,0,0,0,0.8,0,0,0,NA,"Northeast","Riverine","Mesotidal","Polyhaline"
"3032","GRB","GBF","5","8","Up",2017,40,60,0,0,0.4,0,3,0.887694276,0.583333333,"Northeast","Riverine","Mesotidal","Polyhaline"
"3033","GRB","GBF","6","1","Low",2017,10,90,90,0,0.1,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3034","GRB","GBF","6","2","Mid",2017,10,90,90,0,0.6,0,6,1.145682053,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3035","GRB","GBF","6","3","Mid",2017,9,91,91,0,0.29,0,5,1.174261429,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3036","GRB","GBF","6","4","Mid",2017,5,95,95,0,0,0,3,0.536664562,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3037","GRB","GBF","6","5","Mid",2017,5,95,65,0,0,0,5,1.199786179,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3038","GRB","GBF","6","6","Up",2017,44.78,55.23,0,7.96,0.65173,0,4,0.611575918,0.819844288,"Northeast","Riverine","Mesotidal","Polyhaline"
"3039","GRB","GBF","1","1","Low",2018,99.5,0.5,0.5,0,0.25,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3040","GRB","GBF","1","2","Mid",2018,13,87,87,0,0.94,0,2,0.149994924,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3041","GRB","GBF","1","3","Mid",2018,25,75,75,0,0.91,0,3,0.408784843,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3042","GRB","GBF","1","4","Mid",2018,11,89,89,0,0.18,0,4,1.112121899,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3043","GRB","GBF","1","5","Mid",2018,1.52,98.48,98.48,0,0.0051,0,4,0.484269415,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3044","GRB","GBF","1","6","Mid",2018,6,94,93.5,0,0.01,0,5,1.091893471,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3045","GRB","GBF","1","7","Up",2018,15,85,8,2,0.18,0,5,0.803019623,0.211764706,"Northeast","Riverine","Mesotidal","Polyhaline"
"3046","GRB","GBF","2","1","Low",2018,30,70,70,0,0.3,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3047","GRB","GBF","2","2","Mid",2018,14,86,86,0,0.98,0,2,0.063354775,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3048","GRB","GBF","2","3","Mid",2018,13,87,87,0,0.83,0,3,0.564738989,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3049","GRB","GBF","2","4","Mid",2018,3,97,97,0,0,0,2,0.430672512,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3050","GRB","GBF","2","5","Mid",2018,11,89,89,0,0.185,0,5,1.141431001,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3051","GRB","GBF","2","6","Up",2018,89,11,0,11,0.3,0,3,0.367649477,0,"Northeast","Riverine","Mesotidal","Polyhaline"
"3052","GRB","GBF","3","1","Low",2018,55,45,45,0,0.25,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3053","GRB","GBF","3","2","Mid",2018,7,93,93,0,1,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3054","GRB","GBF","3","3","Mid",2018,20,80,80,0,1,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3055","GRB","GBF","3","4","Mid",2018,3,97,97,0,0.04,0,3,0.228837509,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3056","GRB","GBF","3","5","Mid",2018,8.08,91.91,91.91,0,0.41414,0,3,1.066740099,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3057","GRB","GBF","3","6","Up",2018,78.5,21.5,1,0,0.295,0,3,0.297444941,0.046511628,"Northeast","Riverine","Mesotidal","Polyhaline"
"3058","GRB","GBF","4","1","Low",2018,99.5,0.5,0.5,0,0.965,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3059","GRB","GBF","4","2","Mid",2018,30,70,70,0,1,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3060","GRB","GBF","4","3","Mid",2018,10,90,90,0,1,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3061","GRB","GBF","4","4","Mid",2018,1,99,99,0,0.01,0,3,0.225272507,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3062","GRB","GBF","4","5","Mid",2018,10,90,90,0,0.38,0,3,1.060856947,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3063","GRB","GBF","4","6","Up",2018,43,57,0,47,0.2,0,4,1.300200789,0,"Northeast","Riverine","Mesotidal","Polyhaline"
"3064","GRB","GBF","5","0","Low",2018,50,50,50,0,0.5,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3065","GRB","GBF","5","2","Mid",2018,30,70,70,0,0.95,0,2,0.257318641,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3066","GRB","GBF","5","3","Mid",2018,40,60,60,0,0.97,0,2,0.198515243,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3067","GRB","GBF","5","4","Mid",2018,5,95,95,0,0,0,3,0.95918243,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3068","GRB","GBF","5","5","Mid",2018,20,80,80,0,0,0,2,0.037950264,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3069","GRB","GBF","5","6","Mid",2018,7,93,93,0,0.02,0,2,0.341313242,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3070","GRB","GBF","5","7","Mid",2018,100,0,0,0,0.8,0,0,0,NA,"Northeast","Riverine","Mesotidal","Polyhaline"
"3071","GRB","GBF","5","8","Up",2018,30,70,0,0,0.15,0,3,0.642316402,0.214285714,"Northeast","Riverine","Mesotidal","Polyhaline"
"3072","GRB","GBF","6","1","Low",2018,30,70,70,0,0.3,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3073","GRB","GBF","6","2","Mid",2018,25,75,75,0,0.25,0,2,0.500402424,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3074","GRB","GBF","6","3","Mid",2018,14,86,86,0,0.435,0,7,1.494905037,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3075","GRB","GBF","6","4","Mid",2018,1,99,99,0,0,0,4,1.027114036,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3076","GRB","GBF","6","5","Mid",2018,5,95,85,0,0,0,5,0.903905273,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3077","GRB","GBF","6","6","Up",2018,28,72,0,0,0.73,0,4,0.59629314,0.833333333,"Northeast","Riverine","Mesotidal","Polyhaline"
"3078","GRB","SP","1","1","Low",2018,33.83,66.18,66.18,0,0.29847,0,4,0.423516973,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3079","GRB","SP","1","2","Mid",2018,20.9,79.11,79.11,0,0.77602,0,4,0.664510868,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3080","GRB","SP","1","3","Mid",2018,28.71,71.29,71.29,0,0.5148,0,6,1.231508057,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3081","GRB","SP","1","4","Mid",2018,23,77,77,0,0.8,0,1,0,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3082","GRB","SP","1","5","Mid",2018,44,56,15,0,0.15,0,9,1.161787804,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3083","GRB","SP","1","6","Up",2018,12.12,87.89,0,21.22,0.68683,0,4,0.607322258,0.758561839,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3084","GRB","SP","2","1","Low",2018,8,92,92,0,0.07,0,1,0,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3085","GRB","SP","2","2","Mid",2018,74,26,26,0,0.27,0,3,0.189683136,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3086","GRB","SP","2","3","Mid",2018,95.03,4.98,4.98,0,0.0448,0,2,0.501513899,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3087","GRB","SP","2","4","Mid",2018,22.66,77.34,77.34,0,0.6108,0,4,0.889680191,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3088","GRB","SP","2","5","Mid",2018,99.01,1,1,0,0.005,0,2,0.693147181,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3089","GRB","SP","2","6","Mid",2018,10.31,89.71,15.99,0,0.10308,1.03,8,1.290632506,0.994203545,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3090","GRB","SP","2","7","Up",2018,47.77,52.25,3.98,0.5,0.78594,0,5,1.125283199,0.933205742,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3091","GRB","SP","3","1","Low",2018,84.5,15.5,0.5,0,0.99,0,2,0.142505867,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3092","GRB","SP","3","2","Mid",2018,9,91,91,0,0.38,0,2,0.666278442,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3093","GRB","SP","3","3","Mid",2018,11.94,88.07,88.07,0,0.24878,0,4,0.686681494,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3094","GRB","SP","3","4","Mid",2018,23.76,76.23,76.23,0,0.47525,0,3,0.73142327,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3095","GRB","SP","3","5","Mid",2018,16,84,84,0,0.17,0,5,1.397336524,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3096","GRB","SP","3","6","Mid",2018,5.97,94.04,46.28,0,0,0,5,1.190926318,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3097","GRB","SP","3","7","Up",2018,42.79,57.24,4.98,9.96,0.58213,0,10,1.842883938,0.408805031,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3098","GRB","SP","4","1","Low",2018,82,18,12,0,0.88,0,3,0.848685558,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3099","GRB","SP","4","2","Mid",2018,27.64,72.36,72.36,0,0.9749,0,1,0,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3100","GRB","SP","4","3","Mid",2018,8.46,91.54,91.54,0,0.7761,0,2,0.550075524,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3101","GRB","SP","4","4","Mid",2018,66,34,34,0,0.26,0,2,0.545594574,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3102","GRB","SP","4","5","Mid",2018,2.91,97.08,97.08,0,0.0097,0,3,0.856439325,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3103","GRB","SP","4","6","Mid",2018,0,100,100,0,0,0,5,1.047097273,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3104","GRB","SP","4","7","Mid",2018,11.76,88.23,86.27,0,0.0392,0,6,1.481996062,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3105","GRB","SP","4","8","Up",2018,35,65,0.5,0.5,0.685,0,6,0.259063616,0.976923077,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3106","GRB","SP","5","1","Low",2018,50,50,30,0,0.7,0,2,0.673011667,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3107","GRB","SP","5","2","Mid",2018,5.98,94.03,94.03,0,0.72633,0,3,0.59823238,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3108","GRB","SP","5","3","Mid",2018,7.5,92.5,92.5,0,0.47,0,4,0.806170275,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3109","GRB","SP","5","4","Mid",2018,36.05,63.96,63.96,0,0.06099,0,3,0.460189414,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3110","GRB","SP","5","5","Mid",2018,0,100,100,0,0,0,4,1.043988575,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3111","GRB","SP","5","6","Mid",2018,71.64,28.36,25.87,0,0.0199,0,4,0.94922956,0.982369535,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3112","GRB","SP","5","7","Mid",2018,78,22,2,0,0.76,0,2,0.304636097,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3113","GRB","SP","5","8","Mid",2018,14.93,85.08,54.73,0,0.0299,0,4,1.124697064,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3114","GRB","SP","5","9","Up",2018,17.91,82.12,0.5,29.87,0.57203,0,12,2.021393516,0.478689722,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3115","GRB","SP","6","1","Low",2018,43,57,50,0,0.5,0,2,0.372480718,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3116","GRB","SP","6","2","Mid",2018,85,15,15,0,0.15,0,1,0,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3117","GRB","SP","6","3","Mid",2018,6.5,93.5,93.5,0,0.76,0,4,0.633672374,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3118","GRB","SP","6","4","Mid",2018,31.03,68.97,68.97,0,0.7882,0,2,0.519593295,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3119","GRB","SP","6","5","Mid",2018,43.5,56.5,56.5,0,0.6,0,4,0.86321063,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3120","GRB","SP","6","6","Mid",2018,36,64,64,0,0,0,3,0.656192792,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3121","GRB","SP","6","7","Mid",2018,9.9,90.09,74.25,0,0,0,7,1.517538759,0.945054945,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3122","GRB","SP","6","8","Up",2018,60.4,39.62,0,0,0.11388,0,9,1.009547791,0.16254417,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3123","GRB","BC","1","1","Low",2018,20,80,80,0,0.19,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3124","GRB","BC","1","2","Low",2018,55,45,45,0,0.55,0,2,0.636514168,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3125","GRB","BC","1","3","Low",2018,97,3,3,0,0.95,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3126","GRB","BC","1","4","Mid",2018,55,45,45,0,0.7,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3127","GRB","BC","1","5","Mid",2018,55,45,45,0,0.25,0,2,0.686961577,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3128","GRB","BC","1","6","Up",2018,25,75,60,0,0.6,10,6,1.40731493,0.8,"Northeast","Riverine","Mesotidal","Polyhaline"
"3129","GRB","BC","2","1","Low",2018,74,26,25,0,0.74,0,2,0.163023629,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3130","GRB","BC","2","2","Mid",2018,25,75,75,0,0.65,0,2,0.673011667,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3131","GRB","BC","2","3","Mid",2018,30,70,70,0,0.57,0,2,0.682908105,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3132","GRB","BC","2","4","Up",2018,93,7,0,4,0.83,0,2,0.682908105,0,"Northeast","Riverine","Mesotidal","Polyhaline"
"3133","GRB","BC","3","1","Low",2018,35,65,65,0,0.35,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3134","GRB","BC","3","2","Low",2018,30,70,70,0,0.3,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3135","GRB","BC","3","3","Low",2018,48.76,51.25,49.75,0,0.50255,0,3,0.150819092,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3136","GRB","BC","3","4","Mid",2018,20,80,80,0,0.98,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3137","GRB","BC","3","5","Mid",2018,22,78,78,0,0.88,0,2,0.382960431,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3138","GRB","BC","3","6","Up",2018,30,70,55,3,0.6,0,7,1.223679314,0.857142857,"Northeast","Riverine","Mesotidal","Polyhaline"
"3139","GRB","BC","4","1","Low",2018,35.33,64.68,64.68,0,0.34827,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3140","GRB","BC","4","2","Low",2018,15,85,85,0,0.15,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3141","GRB","BC","4","3","Low",2018,15,85,85,0,0.15,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3142","GRB","BC","4","4","Mid",2018,40,60,60,0,0.92,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3143","GRB","BC","4","5","Mid",2018,95,5,5,0,0.95,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3144","GRB","BC","4","6","Up",2018,70,30,30,0,0.7,0,2,0.450561209,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3145","GRB","BC","5","1","Mid",2018,1,99,99,0,0.02,0,2,0.098824302,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3146","GRB","BC","5","2","Mid",2018,1,99.01,99.01,0,0,0,2,0.031743454,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3147","GRB","BC","5","3","Mid",2018,8,92,92,0,0,0,2,0.104732439,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3148","GRB","BC","5","4","Mid",2018,35,65,40,0,0.35,0,6,1.336304602,0.984615385,"Northeast","Riverine","Mesotidal","Polyhaline"
"3149","GRB","BC","5","5","Up",2018,53,47,12,23,0.64,0,11,2.233409044,0.510638298,"Northeast","Riverine","Mesotidal","Polyhaline"
"3150","GRB","BC","6","1","Mid",2018,12,88,80,0,0.08,0,7,1.316262826,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3151","GRB","BC","6","2","Mid",2018,65,35,0,0,0.13,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3152","GRB","BC","6","3","Up",2018,31,69,59,7,0.605,0,8,1.195994343,0.862318841,"Northeast","Riverine","Mesotidal","Polyhaline"
"3153","GRB","SP","4","1","Low",2019,68,32,25,0,0.75,0,2,0.52532132,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3154","GRB","SP","4","2","Mid",2019,15,85,85,0,0.97,0,2,0.063961714,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3155","GRB","SP","4","3","Mid",2019,15.93,84.09,84.09,0,0.91532,0,3,0.189743701,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3156","GRB","SP","4","4","Mid",2019,4.98,95.03,95.03,0,0.64674,0,3,0.687521743,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3157","GRB","SP","4","5","Mid",2019,3,97,97,0,0,0,2,0.591388686,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3158","GRB","SP","4","6","Mid",2019,4,96,96,0,0,0,5,1.297077612,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3159","GRB","SP","4","7","Mid",2019,8,92,91,0,0.03,0,6,1.597293373,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3160","GRB","SP","4","8","Up",2019,39,61,0.5,0,0.69,0,3,0.095012773,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3161","GRB","SP","5","1","Low",2019,24.88,75.13,37.81,0,0.62194,0,3,0.728437689,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3162","GRB","SP","5","2","Mid",2019,1,99,99,0,0.98,0,2,0.098824302,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3163","GRB","SP","5","3","Mid",2019,37.44,62.56,62.56,0,0.2661,0,3,0.71832321,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3164","GRB","SP","5","4","Mid",2019,20.9,79.11,79.11,0,0.13929,0,4,0.757259863,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3165","GRB","SP","5","5","Mid",2019,3,97,97,0,0,0,2,0.690541026,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3166","GRB","SP","5","6","Mid",2019,59,41,36,0,0,0,5,1.403336836,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3167","GRB","SP","5","7","Mid",2019,85,15,1,0,0,0,2,0.244930027,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3168","GRB","SP","5","8","Mid",2019,55.5,44.5,9.5,0,0,0,4,0.701489738,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3169","GRB","SP","5","9","Up",2019,20,80,2,17.5,0.47,0,10,1.946805111,0.5875,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3170","GRB","SP","6","1","Low",2019,57,43,40,0,0.6,0,2,0.253036975,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3171","GRB","SP","6","2","Mid",2019,23.89,76.12,76.12,0,0.90541,0,2,0.039557059,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3172","GRB","SP","6","3","Mid",2019,11.94,88.07,88.07,0,0.90541,0,3,0.18303968,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3173","GRB","SP","6","4","Mid",2019,20.3,79.71,79.71,0,0.74253,0,3,0.65522503,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3174","GRB","SP","6","5","Mid",2019,19,81,81,0,0.485,0,3,0.905854997,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3175","GRB","SP","6","6","Mid",2019,25,75,75,0,0,0,3,0.715950706,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3176","GRB","SP","6","7","Mid",2019,2,98,69,0,0,0,5,1.291416769,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3177","GRB","SP","6","8","Up",2019,67.33,32.7,0.99,6.94,0.04959,3.96,14,1.920875902,0.151681957,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3178","GRB","SP","1","1","Low",2019,30.39,69.61,69.61,0,0.2941,0,3,0.389183135,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3179","GRB","SP","1","2","Mid",2019,18,82,82,0,0.72,0,3,0.833753416,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3180","GRB","SP","1","4","Mid",2019,39,61,61,0,0.99,0,3,0.095012773,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3181","GRB","SP","1","5","Mid",2019,40.5,59.5,53,0.5,0,0,7,0.820344092,0.991596639,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3182","GRB","SP","1","6","Up",2019,6,94,0,66,0.33,2,5,1.191022379,0.29787234,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3183","GRB","SP","2","5","Mid",2019,38,62,59.5,0,0.26,0,6,1.102411034,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3184","GRB","SP","2","6","Mid",2019,26.87,73.15,20.91,0,0.09948,15.92,7,1.463858952,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3185","GRB","SP","2","7","Up",2019,15,85,0,24,0.47,0,11,1.963021277,0.435294118,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3186","GRB","SP","3","3","Mid",2019,45,55,55,0,0.35,0,2,0.689009238,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3187","GRB","SP","3","4","Mid",2019,0,100,100,0,0.8,0,4,0.547036944,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3188","GRB","SP","3","5","Mid",2019,10.05,89.96,89.96,0,0.10549,0,6,1.106283006,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3189","GRB","SP","3","6","Mid",2019,8,92,36,0,0.05,0,5,1.000295196,0.967391304,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3190","GRB","SP","3","7","Up",2019,25,75,8,30,0.41,0,10,2.039796186,0.546666667,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3191","GRB","SP","1","3","Mid",2019,13.93,86.08,86.08,0,0.49745,0,4,0.764636024,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3192","GRB","SP","2","1","Low",2019,25,75,75,0,0.25,0,1,0,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3193","GRB","SP","2","2","Mid",2019,31.84,68.16,68.16,0,0.8756,0,2,0.043363617,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3194","GRB","SP","2","3","Mid",2019,13,87,87,0,0.47,0,2,0.689906792,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3195","GRB","SP","2","4","Mid",2019,13.07,86.93,86.93,0,0.8643,0,3,0.343101419,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3196","GRB","SP","3","1","Low",2019,3.49,96.53,0,0,0.985,0,3,0.115185374,0.989640526,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3197","GRB","SP","3","2","Mid",2019,34.83,65.18,65.18,0,0.36816,0,3,0.718568983,1,"Northeast","Bay Front","Mesotidal","Polyhaline"
"3198","GRB","BC","1","1","Low",2019,25,75,75,0,0.25,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3199","GRB","BC","1","2","Low",2019,69.35,30.65,30.65,0,0.6935,0,2,0.08332102,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3200","GRB","BC","1","3","Low",2019,96.5,3.5,2.5,0,0.965,0,3,0.955699891,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3201","GRB","BC","1","4","Mid",2019,40,60,60,0,0.85,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3202","GRB","BC","1","5","Mid",2019,64,36,35,0,0.54,0,3,0.708581534,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3203","GRB","BC","1","6","Up",2019,26,74,58,0,0.6,10,7,1.426680224,0.797297297,"Northeast","Riverine","Mesotidal","Polyhaline"
"3204","GRB","BC","2","1","Low",2019,58,42,37,0,0.63,0,3,0.445143571,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3205","GRB","BC","2","2","Mid",2019,37,63,63,0,0.75,0,3,0.721577391,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3206","GRB","BC","2","3","Mid",2019,20,80,80,0,0.55,0,2,0.685314207,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3207","GRB","BC","2","4","Up",2019,80.4,19.61,0,7.54,0.10049,2.01,5,1.392810484,0,"Northeast","Riverine","Mesotidal","Polyhaline"
"3208","GRB","BC","3","1","Low",2019,35.33,64.68,64.68,0,0.34827,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3209","GRB","BC","3","2","Low",2019,23.47,76.53,76.53,0,0.2347,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3210","GRB","BC","3","3","Low",2019,85.5,14.5,13,0,0.865,0,4,0.882761463,1,"Northeast","Riverine","Mesotidal","Polyhaline"
"3211","GRB","BC","3","4","Mid",2019,20,80,80,0,1,0,1,0,1,"Northeast","Riverine","Mesotidal","Polyhaline"
