"","Reserve","SiteID","Region","Geomorphology","tidal_range","salinity","Metric","SampleSize","term","df","sumsq","meansq","statistic","pvalue"
"182","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Live Cover",419,"Year:Vegetation_Zone",1,1268.7423,1268.7423,3.7713,0.0528
"183","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Live Cover",419,"Residuals",415,139614.6436,336.4208,NA,1
"184","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Live Cover",120,"Year",1,2215.4126,2215.4126,4.686,0.0325
"185","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Live Cover",120,"Vegetation_Zone",2,23214.5113,11607.2556,24.5512,0
"186","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Live Cover",120,"Year:Vegetation_Zone",2,32.3213,16.1607,0.0342,0.9664
"187","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Live Cover",120,"Residuals",114,53896.5951,472.7771,NA,1
"188","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Live Cover",60,"Year",1,798.2553,798.2553,0.9285,0.3395
"189","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Live Cover",60,"Vegetation_Zone",2,2029.3974,1014.6987,1.1803,0.315
"190","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Live Cover",60,"Year:Vegetation_Zone",2,1704.0635,852.0318,0.9911,0.3778
"191","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Live Cover",60,"Residuals",54,46423.4526,859.6936,NA,1
"192","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Live Cover",100,"Year",1,2438.0105,2438.0105,2.2913,0.1335
"193","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Live Cover",100,"Vegetation_Zone",2,6026.3409,3013.1704,2.8319,0.0639
"194","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Live Cover",100,"Year:Vegetation_Zone",2,761.8491,380.9245,0.358,0.7
"195","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Live Cover",100,"Residuals",94,100018.2112,1064.0235,NA,1
"196","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Live Cover",162,"Year",1,18063.8354,18063.8354,84.355,0
"197","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Live Cover",162,"Vegetation_Zone",1,361.733,361.733,1.6892,0.1956
"198","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Live Cover",162,"Year:Vegetation_Zone",1,2425.4919,2425.4919,11.3266,0.001
"199","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Live Cover",162,"Residuals",158,33834.2174,214.1406,NA,1
"200","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Live Cover",210,"Year",1,42074.8608,42074.8608,99.0359,0
"201","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Live Cover",210,"Vegetation_Zone",1,810.1938,810.1938,1.907,0.1688
"202","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Live Cover",210,"Year:Vegetation_Zone",1,496.1268,496.1268,1.1678,0.2811
"203","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Live Cover",210,"Residuals",206,87517.9329,424.8443,NA,1
"204","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Live Cover",128,"Year",1,14952.5813,14952.5813,42.4828,0
"205","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Live Cover",128,"Vegetation_Zone",1,5784.7337,5784.7337,16.4354,1e-04
"206","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Live Cover",128,"Year:Vegetation_Zone",1,1578.056,1578.056,4.4835,0.0362
"207","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Live Cover",128,"Residuals",124,43644.0587,351.9682,NA,1
"208","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Live Cover",240,"Year",1,21153.0057,21153.0057,54.6899,0
"209","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Live Cover",240,"Vegetation_Zone",2,14549.9795,7274.9897,18.8091,0
"210","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Live Cover",240,"Year:Vegetation_Zone",2,1901.8923,950.9462,2.4586,0.0878
"211","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Live Cover",240,"Residuals",234,90506.785,386.7811,NA,1
"212","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Live Cover",491,"Year",1,560.9857,560.9857,0.9653,0.3263
"213","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Live Cover",491,"Vegetation_Zone",2,8029.7033,4014.8516,6.9083,0.0011
"214","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Live Cover",491,"Year:Vegetation_Zone",2,6534.4321,3267.2161,5.6219,0.0039
"215","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Live Cover",491,"Residuals",485,281863.6063,581.1621,NA,1
"216","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Live Cover",429,"Year",1,53.9849,53.9849,0.082,0.7748
"217","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Live Cover",429,"Vegetation_Zone",2,89809.8553,44904.9276,68.1776,0
"218","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Live Cover",429,"Year:Vegetation_Zone",2,128.7258,64.3629,0.0977,0.9069
"219","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Live Cover",429,"Residuals",423,278607.2714,658.646,NA,1
"220","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Live Cover",329,"Year",1,4578.2873,4578.2873,7.9977,0.005
"221","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Live Cover",329,"Vegetation_Zone",2,28173.4303,14086.7151,24.6077,0
"222","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Live Cover",329,"Year:Vegetation_Zone",2,511.4586,255.7293,0.4467,0.6401
"223","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Live Cover",329,"Residuals",323,184901.6629,572.451,NA,1
"224","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","Live Cover",406,"Year",1,520.0358,520.0358,0.5097,0.4757
"225","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","Live Cover",406,"Vegetation_Zone",2,2671.2443,1335.6221,1.309,0.2712
"226","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","Live Cover",406,"Residuals",402,410185.1397,1020.361,NA,1
"227","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Live Cover",546,"Year",1,8204.0805,8204.0805,9.1557,0.0026
"228","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Live Cover",546,"Vegetation_Zone",2,64416.6311,32208.3156,35.9444,0
"229","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Live Cover",546,"Year:Vegetation_Zone",2,1328.1355,664.0678,0.7411,0.4771
"230","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Live Cover",546,"Residuals",540,483872.4217,896.06,NA,1
"231","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Live Cover",346,"Year",1,4259.7012,4259.7012,3.0665,0.0808
"232","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Live Cover",346,"Vegetation_Zone",2,36276.1242,18138.0621,13.0572,0
"233","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Live Cover",346,"Year:Vegetation_Zone",2,100.4266,50.2133,0.0361,0.9645
"234","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Live Cover",346,"Residuals",340,472303.0683,1389.1267,NA,1
"235","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Live Cover",463,"Year",1,227.704,227.704,0.1306,0.718
"236","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Live Cover",463,"Vegetation_Zone",1,24849.5336,24849.5336,14.2516,2e-04
"237","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Live Cover",463,"Year:Vegetation_Zone",1,3.7907,3.7907,0.0022,0.9628
"238","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Live Cover",463,"Residuals",459,800324.6503,1743.6267,NA,1
"239","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Live Cover",161,"Year",1,227.6108,227.6108,0.2935,0.5887
"240","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Live Cover",161,"Vegetation_Zone",1,6043.499,6043.499,7.7936,0.0059
"241","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Live Cover",161,"Year:Vegetation_Zone",1,56.8153,56.8153,0.0733,0.787
"242","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Live Cover",161,"Residuals",157,121744.1807,775.4406,NA,1
"243","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Live Cover",312,"Year",1,10270.4814,10270.4814,44.2576,0
"244","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Live Cover",312,"Vegetation_Zone",2,4085.1799,2042.59,8.8019,2e-04
"245","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Live Cover",312,"Year:Vegetation_Zone",2,3469.1154,1734.5577,7.4746,7e-04
"246","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Live Cover",312,"Residuals",306,71010.8654,232.0617,NA,1
"247","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Live Cover",273,"Year",1,14486.1591,14486.1591,39.3084,0
"248","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Live Cover",273,"Vegetation_Zone",2,3879.9769,1939.9885,5.2642,0.0057
"249","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Live Cover",273,"Year:Vegetation_Zone",2,237.1601,118.58,0.3218,0.7251
"250","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Live Cover",273,"Residuals",267,98396.3844,368.5258,NA,1
"251","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Live Cover",319,"Year",1,4307.8316,4307.8316,4.1933,0.0414
"252","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Live Cover",319,"Vegetation_Zone",2,31383.937,15691.9685,15.2749,0
"253","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Live Cover",319,"Year:Vegetation_Zone",2,9141.2482,4570.6241,4.4491,0.0124
"254","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Live Cover",319,"Residuals",313,321546.2777,1027.3044,NA,1
"255","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Live Cover",338,"Year",1,2589.7387,2589.7387,2.3811,0.1238
"256","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Live Cover",338,"Vegetation_Zone",1,13519.8534,13519.8534,12.4307,5e-04
"257","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Live Cover",338,"Year:Vegetation_Zone",1,6032.4443,6032.4443,5.5465,0.0191
"258","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Live Cover",338,"Residuals",334,363265.8814,1087.6224,NA,1
"259","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Live Cover",789,"Year",1,7009.5234,7009.5234,5.8034,0.0162
"260","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Live Cover",789,"Vegetation_Zone",1,55608.689,55608.689,46.04,0
"261","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Live Cover",789,"Year:Vegetation_Zone",1,1783.1431,1783.1431,1.4763,0.2247
"262","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Live Cover",789,"Residuals",785,948149.5723,1207.8339,NA,1
"263","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Live Cover",70,"Year",1,2e-04,2e-04,2.6987,0.1052
"264","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Live Cover",70,"Vegetation_Zone",1,0,0,0.1897,0.6646
"265","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Live Cover",70,"Year:Vegetation_Zone",1,0,0,0.2984,0.5867
"266","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Live Cover",70,"Residuals",66,0.0048,1e-04,NA,1
"267","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Live Cover",120,"Year",1,27.6648,27.6648,1.6395,0.2029
"268","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Live Cover",120,"Vegetation_Zone",1,8.3688,8.3688,0.496,0.4827
"269","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Live Cover",120,"Year:Vegetation_Zone",1,124.4587,124.4587,7.3758,0.0076
"270","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Live Cover",120,"Residuals",116,1957.3728,16.8739,NA,1
"271","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Live Cover",122,"Year",1,0.4698,0.4698,3.3512,0.0697
"272","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Live Cover",122,"Vegetation_Zone",1,0.1999,0.1999,1.4256,0.2349
"273","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Live Cover",122,"Year:Vegetation_Zone",1,0.2497,0.2497,1.7811,0.1846
"274","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Live Cover",122,"Residuals",118,16.5432,0.1402,NA,1
"275","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Live Cover",100,"Year",1,321.7947,321.7947,2.3275,0.1304
"276","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Live Cover",100,"Vegetation_Zone",1,236.7183,236.7183,1.7121,0.1938
"277","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Live Cover",100,"Year:Vegetation_Zone",1,186.1906,186.1906,1.3467,0.2487
"278","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Live Cover",100,"Residuals",96,13272.8152,138.2585,NA,1
"279","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Live Cover",60,"Year",1,0.6204,0.6204,1.0558,0.3086
"280","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Live Cover",60,"Vegetation_Zone",1,0.0682,0.0682,0.1161,0.7346
"281","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Live Cover",60,"Year:Vegetation_Zone",1,0.0767,0.0767,0.1305,0.7193
"282","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Live Cover",60,"Residuals",56,32.9051,0.5876,NA,1
"283","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",50,"Year",1,53.6438,53.6438,0.0424,0.8378
"284","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",50,"Vegetation_Zone",1,18280.0584,18280.0584,14.4407,4e-04
"285","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",50,"Year:Vegetation_Zone",1,493.0879,493.0879,0.3895,0.5356
"286","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",50,"Residuals",46,58230.0862,1265.8714,NA,1
"287","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",240,"Year",1,5005.7334,5005.7334,8.2638,0.0044
"288","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",240,"Vegetation_Zone",2,118780.3777,59390.1889,98.0458,0
"289","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",240,"Year:Vegetation_Zone",2,1181.6521,590.8261,0.9754,0.3786
"290","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",240,"Residuals",234,141742.9596,605.7391,NA,1
"291","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",210,"Year",1,255.625,255.625,0.2035,0.6524
"292","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",210,"Vegetation_Zone",1,36728.9651,36728.9651,29.2396,0
"293","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",210,"Year:Vegetation_Zone",1,1.6893,1.6893,0.0013,0.9708
"294","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",210,"Residuals",206,258764.5135,1256.1384,NA,1
"295","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",270,"Year",1,3782.3843,3782.3843,14.4426,2e-04
"296","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",270,"Vegetation_Zone",2,7330.552,3665.276,13.9955,0
"297","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",270,"Year:Vegetation_Zone",2,2122.786,1061.393,4.0528,0.0185
"298","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",270,"Residuals",264,69139.0297,261.8903,NA,1
"299","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",240,"Year",1,1377.1759,1377.1759,4.3559,0.038
"300","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",240,"Vegetation_Zone",1,255.674,255.674,0.8087,0.3694
"301","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",240,"Year:Vegetation_Zone",1,34.3267,34.3267,0.1086,0.7421
"302","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",240,"Residuals",236,74614.954,316.1651,NA,1
"303","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",48,"Year",1,390.4306,390.4306,1.9349,0.1712
"304","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",48,"Vegetation_Zone",1,1696.6016,1696.6016,8.4082,0.0058
"305","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",48,"Year:Vegetation_Zone",1,135.6433,135.6433,0.6722,0.4167
"306","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",48,"Residuals",44,8878.277,201.779,NA,1
"307","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",120,"Year",1,1370.3305,1370.3305,1.7499,0.1885
"308","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",120,"Vegetation_Zone",1,1479.6581,1479.6581,1.8895,0.1719
"309","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",120,"Year:Vegetation_Zone",1,121.6741,121.6741,0.1554,0.6942
"310","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Live Cover",120,"Residuals",116,90838.3025,783.0888,NA,1
"311","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Live Cover",265,"Year",1,90.9664,90.9664,0.2528,0.6156
"312","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Live Cover",265,"Vegetation_Zone",2,4586.0533,2293.0267,6.3717,0.002
"313","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Live Cover",265,"Year:Vegetation_Zone",2,272.6958,136.3479,0.3789,0.685
"314","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Live Cover",265,"Residuals",259,93208.3764,359.8779,NA,1
"315","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Live Cover",420,"Year",1,2.1106,2.1106,0.003,0.9566
"316","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Live Cover",420,"Vegetation_Zone",2,107682.7412,53841.3706,75.6759,0
"317","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Live Cover",420,"Year:Vegetation_Zone",2,2235.1684,1117.5842,1.5708,0.2091
"318","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Live Cover",420,"Residuals",414,294549.9094,711.4732,NA,1
"319","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Live Cover",307,"Year",1,125.3191,125.3191,0.1464,0.7023
"320","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Live Cover",307,"Vegetation_Zone",2,15409.0991,7704.5495,9.0007,2e-04
"321","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Live Cover",307,"Year:Vegetation_Zone",2,1023.6396,511.8198,0.5979,0.5506
"322","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Live Cover",307,"Residuals",301,257654.5485,855.9952,NA,1
"323","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Live Cover",331,"Year",1,55.1771,55.1771,0.121,0.7282
"324","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Live Cover",331,"Vegetation_Zone",2,81646.7991,40823.3995,89.5209,0
"325","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Live Cover",331,"Year:Vegetation_Zone",2,1670.4317,835.2159,1.8315,0.1618
"326","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Live Cover",331,"Residuals",325,148206.7428,456.0207,NA,1
"327","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Halophyte Cover",142,"Year",1,1040.5684,1040.5684,1.5668,0.2128
"328","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Halophyte Cover",142,"Vegetation_Zone",1,4544.5989,4544.5989,6.8429,0.0099
"329","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Halophyte Cover",142,"Year:Vegetation_Zone",1,1.6032,1.6032,0.0024,0.9609
"330","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Halophyte Cover",142,"Residuals",138,91650.4512,664.1337,NA,1
"331","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Halophyte Cover",122,"Year",1,7637.7765,7637.7765,12.3826,6e-04
"332","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Halophyte Cover",122,"Vegetation_Zone",1,1154.1859,1154.1859,1.8712,0.1739
"333","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Halophyte Cover",122,"Year:Vegetation_Zone",1,169.6932,169.6932,0.2751,0.6009
"334","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Halophyte Cover",122,"Residuals",118,72784.0752,616.8142,NA,1
"335","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Halophyte Cover",346,"Year",1,248.7683,248.7683,0.3809,0.5375
"336","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Halophyte Cover",346,"Vegetation_Zone",2,67993.3518,33996.6759,52.0552,0
"337","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Halophyte Cover",346,"Year:Vegetation_Zone",2,2410.4817,1205.2409,1.8454,0.1595
"338","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Halophyte Cover",346,"Residuals",340,222050.3838,653.0894,NA,1
"339","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Halophyte Cover",160,"Year",1,3165.0064,3165.0064,14.5797,2e-04
"340","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Halophyte Cover",160,"Vegetation_Zone",1,242.6652,242.6652,1.1178,0.292
"341","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Halophyte Cover",160,"Year:Vegetation_Zone",1,445.1707,445.1707,2.0507,0.1541
"342","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Halophyte Cover",160,"Residuals",156,33864.9264,217.0829,NA,1
"343","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Halophyte Cover",419,"Year",1,0,0,NA,1
"344","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Halophyte Cover",419,"Vegetation_Zone",1,0,0,NA,1
"345","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Halophyte Cover",419,"Year:Vegetation_Zone",1,0,0,NA,1
"346","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Halophyte Cover",419,"Residuals",415,0,0,NA,1
"347","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Halophyte Cover",120,"Year",1,359.3837,359.3837,0.3448,0.5582
"348","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Halophyte Cover",120,"Vegetation_Zone",2,19581.0379,9790.519,9.3942,2e-04
"349","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Halophyte Cover",120,"Year:Vegetation_Zone",2,495.4706,247.7353,0.2377,0.7888
"350","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Halophyte Cover",120,"Residuals",114,118808.8867,1042.1832,NA,1
"351","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",60,"Year",1,49.199,49.199,0.785,0.3796
"352","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",60,"Vegetation_Zone",2,3207.0433,1603.5216,25.5839,0
"353","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",60,"Year:Vegetation_Zone",2,442.7909,221.3955,3.5323,0.0362
"354","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",60,"Residuals",54,3384.5581,62.677,NA,1
"355","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",100,"Year",1,0,0,NA,1
"356","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",100,"Vegetation_Zone",2,0,0,NA,1
"357","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",100,"Year:Vegetation_Zone",2,0,0,NA,1
"358","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Halophyte Cover",100,"Residuals",94,0,0,NA,1
"359","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Halophyte Cover",162,"Year",1,0,0,NA,1
"360","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Halophyte Cover",162,"Vegetation_Zone",1,0,0,NA,1
"361","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Halophyte Cover",162,"Year:Vegetation_Zone",1,0,0,NA,1
"362","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Halophyte Cover",162,"Residuals",158,0,0,NA,1
"363","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Halophyte Cover",210,"Year",1,0,0,NA,1
"364","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Halophyte Cover",210,"Vegetation_Zone",1,0,0,NA,1
"365","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Halophyte Cover",210,"Year:Vegetation_Zone",1,0,0,NA,1
"366","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Halophyte Cover",210,"Residuals",206,0,0,NA,1
"367","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Halophyte Cover",128,"Year",1,0.24,0.24,0.112,0.7384
"368","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Halophyte Cover",128,"Vegetation_Zone",1,6.9862,6.9862,3.26,0.0734
"369","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Halophyte Cover",128,"Year:Vegetation_Zone",1,7.7202,7.7202,3.6025,0.06
